componente,unidade,Valor por 100g,Porção Média (30 g),codigo_alimento,nome_alimento
Energia,kJ,361,108,BRC0131F,Nome não encontrado
Energia,kcal,85,25,BRC0131F,Nome não encontrado
Umidade,g,"78,8","23,6",BRC0131F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0131F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0131F,Nome não encontrado
Proteína,g,"20,0","6,00",BRC0131F,Nome não encontrado
Lipídios,g,"0,56","0,17",BRC0131F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0131F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0131F,Nome não encontrado
Cinzas,g,"0,66","0,20",BRC0131F,Nome não encontrado
Colesterol,mg,"65,2","19,6",BRC0131F,Nome não encontrado
Ácidos graxos saturados,g,"0,14","0,04",BRC0131F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,14","0,04",BRC0131F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,03",BRC0131F,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,00",BRC0131F,Nome não encontrado
Cálcio,mg,"11,3","3,38",BRC0131F,Nome não encontrado
Ferro,mg,"2,55","0,77",BRC0131F,Nome não encontrado
Sódio,mg,"70,8","21,2",BRC0131F,Nome não encontrado
Magnésio,mg,"15,4","4,62",BRC0131F,Nome não encontrado
Fósforo,mg,151,"45,5",BRC0131F,Nome não encontrado
Potássio,mg,243,"72,9",BRC0131F,Nome não encontrado
Manganês,mg,,,BRC0131F,Nome não encontrado
Zinco,mg,"2,79","0,84",BRC0131F,Nome não encontrado
Cobre,mg,,,BRC0131F,Nome não encontrado
Selênio,mcg,,,BRC0131F,Nome não encontrado
Vitamina A (RE),mcg,"5,17","1,55",BRC0131F,Nome não encontrado
Vitamina A (RAE),mcg,"5,17","1,55",BRC0131F,Nome não encontrado
Vitamina D,mcg,,,BRC0131F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,03",BRC0131F,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0131F,Nome não encontrado
Riboflavina,mg,"0,24","0,07",BRC0131F,Nome não encontrado
Niacina,mg,"3,77","1,13",BRC0131F,Nome não encontrado
Vitamina B6,mg,"0,12","0,03",BRC0131F,Nome não encontrado
Vitamina B12,mcg,"1,24","0,37",BRC0131F,Nome não encontrado
Vitamina C,mg,"3,80","1,14",BRC0131F,Nome não encontrado
Equivalente de folato,mcg,"5,13","1,54",BRC0131F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0131F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0131F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0131F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0131F,Nome não encontrado
Proteína animal,g,"20,0","6,00",BRC0131F,Nome não encontrado
