componente,unidade,Valor por 100g,Porção Média (30 g),codigo_alimento,nome_alimento
Energia,kJ,1180,353,BRC0264C,Nome não encontrado
Energia,kcal,279,83,BRC0264C,Nome não encontrado
Umidade,g,"27,5","8,25",BRC0264C,Nome não encontrado
Carboidrato total,g,"64,9","19,5",BRC0264C,Nome não encontrado
Carboidrato disponível,g,"58,6","17,6",BRC0264C,Nome não encontrado
Proteína,g,"3,80","1,14",BRC0264C,Nome não encontrado
Lipídios,g,"1,86","0,56",BRC0264C,Nome não encontrado
Fibra alimentar,g,"6,24","1,87",BRC0264C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0264C,Nome não encontrado
Cinzas,g,"1,99","0,60",BRC0264C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0264C,Nome não encontrado
Ácidos graxos saturados,g,"0,13","0,04",BRC0264C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,18","0,05",BRC0264C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,17",BRC0264C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0264C,Nome não encontrado
Cálcio,mg,102,"30,8",BRC0264C,Nome não encontrado
Ferro,mg,"2,64","0,79",BRC0264C,Nome não encontrado
Sódio,mg,"15,9","4,76",BRC0264C,Nome não encontrado
Magnésio,mg,"92,8","27,9",BRC0264C,Nome não encontrado
Fósforo,mg,"58,7","17,6",BRC0264C,Nome não encontrado
Potássio,mg,767,230,BRC0264C,Nome não encontrado
Manganês,mg,"8,30","2,49",BRC0264C,Nome não encontrado
Zinco,mg,"0,86","0,26",BRC0264C,Nome não encontrado
Cobre,mg,"0,69","0,21",BRC0264C,Nome não encontrado
Selênio,mcg,"2,26","0,68",BRC0264C,Nome não encontrado
Vitamina A (RE),mcg,"11,2","3,35",BRC0264C,Nome não encontrado
Vitamina A (RAE),mcg,"5,58","1,67",BRC0264C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0264C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,08",BRC0264C,Nome não encontrado
Tiamina,mg,"0,92","0,28",BRC0264C,Nome não encontrado
Riboflavina,mg,"0,11","0,03",BRC0264C,Nome não encontrado
Niacina,mg,traços,traços,BRC0264C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0264C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0264C,Nome não encontrado
Vitamina C,mg,184,"55,5",BRC0264C,Nome não encontrado
Equivalente de folato,mcg,"63,1","18,9",BRC0264C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0264C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0264C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0264C,Nome não encontrado
Proteína vegetal,g,"3,80","1,14",BRC0264C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0264C,Nome não encontrado
