componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1663,232,BRC0030R,Nome não encontrado
Energia,kcal,391,54,BRC0030R,Nome não encontrado
Umidade,g,"1,90","0,27",BRC0030R,Nome não encontrado
Carboidrato total,g,"88,3","12,4",BRC0030R,Nome não encontrado
Carboidrato disponível,g,"88,3","12,4",BRC0030R,Nome não encontrado
Proteína,g,"9,30","1,30",BRC0030R,Nome não encontrado
Lipídios,g,"0,10","0,01",BRC0030R,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0030R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0030R,Nome não encontrado
Cinzas,g,"0,40","0,06",BRC0030R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0030R,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0030R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0030R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0030R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0030R,Nome não encontrado
Cálcio,mg,"26,6","3,72",BRC0030R,Nome não encontrado
Ferro,mg,"0,33","0,05",BRC0030R,Nome não encontrado
Sódio,mg,232,"32,6",BRC0030R,Nome não encontrado
Magnésio,mg,"2,29","0,32",BRC0030R,Nome não encontrado
Fósforo,mg,"1,97","0,28",BRC0030R,Nome não encontrado
Potássio,mg,"7,18","1,01",BRC0030R,Nome não encontrado
Manganês,mg,"0,03","0,00",BRC0030R,Nome não encontrado
Zinco,mg,traços,traços,BRC0030R,Nome não encontrado
Cobre,mg,traços,traços,BRC0030R,Nome não encontrado
Selênio,mcg,,,BRC0030R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0030R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0030R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0030R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0030R,Nome não encontrado
Tiamina,mg,traços,traços,BRC0030R,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0030R,Nome não encontrado
Niacina,mg,traços,traços,BRC0030R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0030R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0030R,Nome não encontrado
Vitamina C,mg,"39,6","5,55",BRC0030R,Nome não encontrado
Equivalente de folato,mcg,"2,97","0,42",BRC0030R,Nome não encontrado
Sal de adição,g,,,BRC0030R,Nome não encontrado
Açúcar de adição,g,,,BRC0030R,Nome não encontrado
Gordura de adição,g,,,BRC0030R,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0030R,Nome não encontrado
Proteína animal,g,"9,30","1,30",BRC0030R,Nome não encontrado
