componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1349,BRC0024K,Nome não encontrado
Energia,kcal,318,BRC0024K,Nome não encontrado
Umidade,g,"20,4",BRC0024K,Nome não encontrado
Carboidrato total,g,"79,4",BRC0024K,Nome não encontrado
Carboidrato disponível,g,"79,4",BRC0024K,Nome não encontrado
Proteína,g,"0,00",BRC0024K,Nome não encontrado
Lipídios,g,"0,00",BRC0024K,Nome não encontrado
Fibra alimentar,g,,BRC0024K,Nome não encontrado
Álcool,g,"0,00",BRC0024K,Nome não encontrado
Cinzas,g,"0,21",BRC0024K,Nome não encontrado
Colesterol,mg,,BRC0024K,Nome não encontrado
Ácidos graxos saturados,g,"0,00",BRC0024K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00",BRC0024K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00",BRC0024K,Nome não encontrado
Ácidos graxos trans,g,,BRC0024K,Nome não encontrado
Cálcio,mg,"5,67",BRC0024K,Nome não encontrado
Ferro,mg,"0,05",BRC0024K,Nome não encontrado
Sódio,mg,traços,BRC0024K,Nome não encontrado
Magnésio,mg,"1,90",BRC0024K,Nome não encontrado
Fósforo,mg,"4,78",BRC0024K,Nome não encontrado
Potássio,mg,"5,06",BRC0024K,Nome não encontrado
Manganês,mg,traços,BRC0024K,Nome não encontrado
Zinco,mg,traços,BRC0024K,Nome não encontrado
Cobre,mg,traços,BRC0024K,Nome não encontrado
Selênio,mcg,,BRC0024K,Nome não encontrado
Vitamina A (RE),mcg,"0,00",BRC0024K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00",BRC0024K,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0024K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00",BRC0024K,Nome não encontrado
Tiamina,mg,"0,01",BRC0024K,Nome não encontrado
Riboflavina,mg,"0,01",BRC0024K,Nome não encontrado
Niacina,mg,"0,02",BRC0024K,Nome não encontrado
Vitamina B6,mg,"0,01",BRC0024K,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0024K,Nome não encontrado
Vitamina C,mg,"0,00",BRC0024K,Nome não encontrado
Equivalente de folato,mcg,"0,00",BRC0024K,Nome não encontrado
Sal de adição,g,,BRC0024K,Nome não encontrado
Açúcar de adição,g,,BRC0024K,Nome não encontrado
Gordura de adição,g,,BRC0024K,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0024K,Nome não encontrado
Proteína animal,g,"0,00",BRC0024K,Nome não encontrado
