componente,unidade,Valor por 100g,Porção Média (80 g),codigo_alimento,nome_alimento
Energia,kJ,777,621,BRC0580A,Nome não encontrado
Energia,kcal,187,149,BRC0580A,Nome não encontrado
Umidade,g,"60,2","48,1",BRC0580A,Nome não encontrado
Carboidrato total,g,"23,0","18,4",BRC0580A,Nome não encontrado
Carboidrato disponível,g,"21,2","17,0",BRC0580A,Nome não encontrado
Proteína,g,"6,05","4,84",BRC0580A,Nome não encontrado
Lipídios,g,"8,31","6,65",BRC0580A,Nome não encontrado
Fibra alimentar,g,"1,81","1,45",BRC0580A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0580A,Nome não encontrado
Cinzas,g,"2,46","1,97",BRC0580A,Nome não encontrado
Colesterol,mg,"61,7","49,4",BRC0580A,Nome não encontrado
Ácidos graxos saturados,g,"2,11","1,69",BRC0580A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,23","1,78",BRC0580A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,48","2,79",BRC0580A,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,04",BRC0580A,Nome não encontrado
Cálcio,mg,123,"98,7",BRC0580A,Nome não encontrado
Ferro,mg,"1,80","1,44",BRC0580A,Nome não encontrado
Sódio,mg,611,489,BRC0580A,Nome não encontrado
Magnésio,mg,"18,7","15,0",BRC0580A,Nome não encontrado
Fósforo,mg,202,162,BRC0580A,Nome não encontrado
Potássio,mg,330,264,BRC0580A,Nome não encontrado
Manganês,mg,"0,15","0,12",BRC0580A,Nome não encontrado
Zinco,mg,"0,74","0,59",BRC0580A,Nome não encontrado
Cobre,mg,"0,09","0,07",BRC0580A,Nome não encontrado
Selênio,mcg,"5,63","4,50",BRC0580A,Nome não encontrado
Vitamina A (RE),mcg,116,"93,1",BRC0580A,Nome não encontrado
Vitamina A (RAE),mcg,"80,1","64,0",BRC0580A,Nome não encontrado
Vitamina D,mcg,"0,30","0,24",BRC0580A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,84","0,67",BRC0580A,Nome não encontrado
Tiamina,mg,"0,10","0,08",BRC0580A,Nome não encontrado
Riboflavina,mg,"0,19","0,15",BRC0580A,Nome não encontrado
Niacina,mg,"1,43","1,14",BRC0580A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0580A,Nome não encontrado
Vitamina B12,mcg,"0,25","0,20",BRC0580A,Nome não encontrado
Vitamina C,mg,"1,17","0,94",BRC0580A,Nome não encontrado
Equivalente de folato,mcg,"55,6","44,5",BRC0580A,Nome não encontrado
Sal de adição,g,"0,47","0,38",BRC0580A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0580A,Nome não encontrado
Gordura de adição,g,-,-,BRC0580A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0580A,Nome não encontrado
Proteína animal,g,-,-,BRC0580A,Nome não encontrado
