componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,158,379,260,BRC0038C,Nome não encontrado
Energia,kcal,37,89,61,BRC0038C,Nome não encontrado
Umidade,g,"90,4",217,149,BRC0038C,Nome não encontrado
Carboidrato total,g,"8,47","20,3","14,0",BRC0038C,Nome não encontrado
Carboidrato disponível,g,"8,30","19,9","13,7",BRC0038C,Nome não encontrado
Proteína,g,"0,69","1,65","1,13",BRC0038C,Nome não encontrado
Lipídios,g,"0,11","0,26","0,18",BRC0038C,Nome não encontrado
Fibra alimentar,g,"0,17","0,41","0,28",BRC0038C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0038C,Nome não encontrado
Cinzas,g,"0,32","0,78","0,53",BRC0038C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0038C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0038C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0038C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0038C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0038C,Nome não encontrado
Cálcio,mg,"7,53","18,1","12,4",BRC0038C,Nome não encontrado
Ferro,mg,"0,02","0,04","0,03",BRC0038C,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0038C,Nome não encontrado
Magnésio,mg,"8,97","21,5","14,8",BRC0038C,Nome não encontrado
Fósforo,mg,"17,4","41,7","28,6",BRC0038C,Nome não encontrado
Potássio,mg,148,356,244,BRC0038C,Nome não encontrado
Manganês,mg,"0,02","0,06","0,04",BRC0038C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0038C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0038C,Nome não encontrado
Selênio,mcg,"0,30","0,72","0,50",BRC0038C,Nome não encontrado
Vitamina A (RE),mcg,"1,73","4,14","2,85",BRC0038C,Nome não encontrado
Vitamina A (RAE),mcg,"0,86","2,07","1,42",BRC0038C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0038C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,06","0,04",BRC0038C,Nome não encontrado
Tiamina,mg,"0,04","0,10","0,07",BRC0038C,Nome não encontrado
Riboflavina,mg,"0,01","0,03","0,02",BRC0038C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0038C,Nome não encontrado
Vitamina B6,mg,"0,02","0,06","0,04",BRC0038C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0038C,Nome não encontrado
Vitamina C,mg,"69,7",167,115,BRC0038C,Nome não encontrado
Equivalente de folato,mcg,"24,6","59,1","40,6",BRC0038C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0038C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0038C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0038C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0038C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0038C,Nome não encontrado
