componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,403,221,BRC0217N,Nome não encontrado
Energia,kcal,96,52,BRC0217N,Nome não encontrado
Umidade,g,"79,8","43,9",BRC0217N,Nome não encontrado
Carboidrato total,g,"5,48","3,01",BRC0217N,Nome não encontrado
Carboidrato disponível,g,"4,55","2,50",BRC0217N,Nome não encontrado
Proteína,g,"10,2","5,61",BRC0217N,Nome não encontrado
Lipídios,g,"3,92","2,15",BRC0217N,Nome não encontrado
Fibra alimentar,g,"0,93","0,51",BRC0217N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0217N,Nome não encontrado
Cinzas,g,"0,58","0,32",BRC0217N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0217N,Nome não encontrado
Ácidos graxos saturados,g,"1,95","1,07",BRC0217N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,31","0,72",BRC0217N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,08",BRC0217N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0217N,Nome não encontrado
Cálcio,mg,"9,96","5,48",BRC0217N,Nome não encontrado
Ferro,mg,"0,98","0,54",BRC0217N,Nome não encontrado
Sódio,mg,"21,6","11,9",BRC0217N,Nome não encontrado
Magnésio,mg,"9,39","5,16",BRC0217N,Nome não encontrado
Fósforo,mg,"71,4","39,3",BRC0217N,Nome não encontrado
Potássio,mg,202,111,BRC0217N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0217N,Nome não encontrado
Zinco,mg,"2,92","1,60",BRC0217N,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0217N,Nome não encontrado
Selênio,mcg,"0,24","0,13",BRC0217N,Nome não encontrado
Vitamina A (RE),mcg,150,"82,9",BRC0217N,Nome não encontrado
Vitamina A (RAE),mcg,"75,6","41,6",BRC0217N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0217N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,16",BRC0217N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0217N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0217N,Nome não encontrado
Niacina,mg,"1,40","0,77",BRC0217N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0217N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0217N,Nome não encontrado
Vitamina C,mg,"3,70","2,04",BRC0217N,Nome não encontrado
Equivalente de folato,mcg,"5,97","3,28",BRC0217N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0217N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0217N,Nome não encontrado
Gordura de adição,g,-,-,BRC0217N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0217N,Nome não encontrado
Proteína animal,g,-,-,BRC0217N,Nome não encontrado
