componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1459,204,BRC0088R,Nome não encontrado
Energia,kcal,343,48,BRC0088R,Nome não encontrado
Umidade,g,"13,0","1,82",BRC0088R,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0088R,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0088R,Nome não encontrado
Proteína,g,"85,6","12,0",BRC0088R,Nome não encontrado
Lipídios,g,"0,10","0,01",BRC0088R,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0088R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0088R,Nome não encontrado
Cinzas,g,"1,30","0,18",BRC0088R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0088R,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,01",BRC0088R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,01",BRC0088R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01","0,00",BRC0088R,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0088R,Nome não encontrado
Cálcio,mg,"55,0","7,70",BRC0088R,Nome não encontrado
Ferro,mg,"1,11","0,16",BRC0088R,Nome não encontrado
Sódio,mg,196,"27,4",BRC0088R,Nome não encontrado
Magnésio,mg,"22,0","3,08",BRC0088R,Nome não encontrado
Fósforo,mg,"39,0","5,46",BRC0088R,Nome não encontrado
Potássio,mg,"16,0","2,24",BRC0088R,Nome não encontrado
Manganês,mg,"0,11","0,01",BRC0088R,Nome não encontrado
Zinco,mg,"0,14","0,02",BRC0088R,Nome não encontrado
Cobre,mg,"2,16","0,30",BRC0088R,Nome não encontrado
Selênio,mcg,"39,5","5,53",BRC0088R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0088R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0088R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0088R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0088R,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0088R,Nome não encontrado
Riboflavina,mg,"0,23","0,03",BRC0088R,Nome não encontrado
Niacina,mg,"0,09","0,01",BRC0088R,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0088R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0088R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0088R,Nome não encontrado
Equivalente de folato,mcg,"30,0","4,20",BRC0088R,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0088R,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0088R,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0088R,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0088R,Nome não encontrado
Proteína animal,g,"85,6","12,0",BRC0088R,Nome não encontrado
