componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,192,BRC1117B,Nome não encontrado
Energia,kcal,46,BRC1117B,Nome não encontrado
Umidade,g,"84,9",BRC1117B,Nome não encontrado
Carboidrato total,g,"10,6",BRC1117B,Nome não encontrado
Carboidrato disponível,g,"5,15",BRC1117B,Nome não encontrado
Proteína,g,"3,27",BRC1117B,Nome não encontrado
Lipídios,g,"0,15",BRC1117B,Nome não encontrado
Fibra alimentar,g,"5,40",BRC1117B,Nome não encontrado
Álcool,g,"0,00",BRC1117B,Nome não encontrado
Cinzas,g,"1,13",BRC1117B,Nome não encontrado
Colesterol,mg,"0,00",BRC1117B,Nome não encontrado
Ácidos graxos saturados,g,"0,04",BRC1117B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01",BRC1117B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06",BRC1117B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1117B,Nome não encontrado
Cálcio,mg,"44,0",BRC1117B,Nome não encontrado
Ferro,mg,"1,28",BRC1117B,Nome não encontrado
Sódio,mg,"94,0",BRC1117B,Nome não encontrado
Magnésio,mg,"60,0",BRC1117B,Nome não encontrado
Fósforo,mg,"90,0",BRC1117B,Nome não encontrado
Potássio,mg,370,BRC1117B,Nome não encontrado
Manganês,mg,"0,26",BRC1117B,Nome não encontrado
Zinco,mg,"0,49",BRC1117B,Nome não encontrado
Cobre,mg,"0,23",BRC1117B,Nome não encontrado
Selênio,mcg,"0,20",BRC1117B,Nome não encontrado
Vitamina A (RE),mcg,"2,00",BRC1117B,Nome não encontrado
Vitamina A (RAE),mcg,"1,00",BRC1117B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1117B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19",BRC1117B,Nome não encontrado
Tiamina,mg,"0,07",BRC1117B,Nome não encontrado
Riboflavina,mg,"0,07",BRC1117B,Nome não encontrado
Niacina,mg,"1,05",BRC1117B,Nome não encontrado
Vitamina B6,mg,"0,12",BRC1117B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1117B,Nome não encontrado
Vitamina C,mg,"11,7",BRC1117B,Nome não encontrado
Equivalente de folato,mcg,"68,0",BRC1117B,Nome não encontrado
Sal de adição,g,"0,00",BRC1117B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1117B,Nome não encontrado
Gordura de adição,g,"0,00",BRC1117B,Nome não encontrado
Proteína vegetal,g,"3,27",BRC1117B,Nome não encontrado
Proteína animal,g,"0,00",BRC1117B,Nome não encontrado
