componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,848,BRC1036F,Nome não encontrado
Energia,kcal,204,BRC1036F,Nome não encontrado
Umidade,g,"64,8",BRC1036F,Nome não encontrado
Carboidrato total,g,"0,00",BRC1036F,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC1036F,Nome não encontrado
Proteína,g,"19,7",BRC1036F,Nome não encontrado
Lipídios,g,"13,9",BRC1036F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1036F,Nome não encontrado
Álcool,g,"0,00",BRC1036F,Nome não encontrado
Cinzas,g,"1,56",BRC1036F,Nome não encontrado
Colesterol,mg,"93,8",BRC1036F,Nome não encontrado
Ácidos graxos saturados,g,"3,51",BRC1036F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,89",BRC1036F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,39",BRC1036F,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1036F,Nome não encontrado
Cálcio,mg,"18,7",BRC1036F,Nome não encontrado
Ferro,mg,"1,79",BRC1036F,Nome não encontrado
Sódio,mg,248,BRC1036F,Nome não encontrado
Magnésio,mg,"18,3",BRC1036F,Nome não encontrado
Fósforo,mg,164,BRC1036F,Nome não encontrado
Potássio,mg,268,BRC1036F,Nome não encontrado
Manganês,mg,"0,02",BRC1036F,Nome não encontrado
Zinco,mg,"3,38",BRC1036F,Nome não encontrado
Cobre,mg,"0,15",BRC1036F,Nome não encontrado
Selênio,mcg,"28,8",BRC1036F,Nome não encontrado
Vitamina A (RE),mcg,"1,33",BRC1036F,Nome não encontrado
Vitamina A (RAE),mcg,"1,33",BRC1036F,Nome não encontrado
Vitamina D,mcg,,BRC1036F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08",BRC1036F,Nome não encontrado
Tiamina,mg,"0,05",BRC1036F,Nome não encontrado
Riboflavina,mg,"0,21",BRC1036F,Nome não encontrado
Niacina,mg,"2,57",BRC1036F,Nome não encontrado
Vitamina B6,mg,"0,22",BRC1036F,Nome não encontrado
Vitamina B12,mcg,"0,28",BRC1036F,Nome não encontrado
Vitamina C,mg,"0,00",BRC1036F,Nome não encontrado
Equivalente de folato,mcg,"10,9",BRC1036F,Nome não encontrado
Sal de adição,g,"0,00",BRC1036F,Nome não encontrado
Açúcar de adição,g,"0,45",BRC1036F,Nome não encontrado
Gordura de adição,g,-,BRC1036F,Nome não encontrado
Proteína vegetal,g,-,BRC1036F,Nome não encontrado
Proteína animal,g,-,BRC1036F,Nome não encontrado
