componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,401,220,BRC0163N,Nome não encontrado
Energia,kcal,95,52,BRC0163N,Nome não encontrado
Umidade,g,"79,0","43,4",BRC0163N,Nome não encontrado
Carboidrato total,g,"4,96","2,73",BRC0163N,Nome não encontrado
Carboidrato disponível,g,"4,08","2,24",BRC0163N,Nome não encontrado
Proteína,g,"11,9","6,55",BRC0163N,Nome não encontrado
Lipídios,g,"3,29","1,81",BRC0163N,Nome não encontrado
Fibra alimentar,g,"0,88","0,48",BRC0163N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0163N,Nome não encontrado
Cinzas,g,"0,87","0,48",BRC0163N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0163N,Nome não encontrado
Ácidos graxos saturados,g,"0,72","0,39",BRC0163N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","1,04",BRC0163N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,49","0,27",BRC0163N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0163N,Nome não encontrado
Cálcio,mg,"6,19","3,40",BRC0163N,Nome não encontrado
Ferro,mg,"0,26","0,14",BRC0163N,Nome não encontrado
Sódio,mg,113,"62,6",BRC0163N,Nome não encontrado
Magnésio,mg,"8,52","4,69",BRC0163N,Nome não encontrado
Fósforo,mg,"94,0","51,7",BRC0163N,Nome não encontrado
Potássio,mg,178,"98,1",BRC0163N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0163N,Nome não encontrado
Zinco,mg,"0,44","0,24",BRC0163N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0163N,Nome não encontrado
Selênio,mcg,"4,43","2,43",BRC0163N,Nome não encontrado
Vitamina A (RE),mcg,133,"73,6",BRC0163N,Nome não encontrado
Vitamina A (RAE),mcg,"67,1","36,9",BRC0163N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0163N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,80","0,99",BRC0163N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0163N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0163N,Nome não encontrado
Niacina,mg,"2,74","1,51",BRC0163N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0163N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0163N,Nome não encontrado
Vitamina C,mg,"2,43","1,34",BRC0163N,Nome não encontrado
Equivalente de folato,mcg,"5,88","3,23",BRC0163N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0163N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0163N,Nome não encontrado
Gordura de adição,g,-,-,BRC0163N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0163N,Nome não encontrado
Proteína animal,g,-,-,BRC0163N,Nome não encontrado
