componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,684,615,BRC1206A,Nome não encontrado
Energia,kcal,161,144,BRC1206A,Nome não encontrado
Umidade,g,"62,6","56,3",BRC1206A,Nome não encontrado
Carboidrato total,g,"22,0","19,8",BRC1206A,Nome não encontrado
Carboidrato disponível,g,"19,4","17,5",BRC1206A,Nome não encontrado
Proteína,g,"8,69","7,82",BRC1206A,Nome não encontrado
Lipídios,g,"4,99","4,49",BRC1206A,Nome não encontrado
Fibra alimentar,g,"2,65","2,39",BRC1206A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1206A,Nome não encontrado
Cinzas,g,"1,69","1,52",BRC1206A,Nome não encontrado
Colesterol,mg,"21,3","19,2",BRC1206A,Nome não encontrado
Ácidos graxos saturados,g,"2,04","1,84",BRC1206A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,37","1,23",BRC1206A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,04","0,94",BRC1206A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC1206A,Nome não encontrado
Cálcio,mg,"16,9","15,2",BRC1206A,Nome não encontrado
Ferro,mg,"2,79","2,51",BRC1206A,Nome não encontrado
Sódio,mg,230,207,BRC1206A,Nome não encontrado
Magnésio,mg,"40,6","36,5",BRC1206A,Nome não encontrado
Fósforo,mg,112,100,BRC1206A,Nome não encontrado
Potássio,mg,346,311,BRC1206A,Nome não encontrado
Manganês,mg,"0,75","0,68",BRC1206A,Nome não encontrado
Zinco,mg,"0,58","0,52",BRC1206A,Nome não encontrado
Cobre,mg,"0,12","0,11",BRC1206A,Nome não encontrado
Selênio,mcg,"1,13","1,02",BRC1206A,Nome não encontrado
Vitamina A (RE),mcg,"2,06","1,85",BRC1206A,Nome não encontrado
Vitamina A (RAE),mcg,137,123,BRC1206A,Nome não encontrado
Vitamina D,mcg,"2,77","2,49",BRC1206A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,27",BRC1206A,Nome não encontrado
Tiamina,mg,"0,08","0,07",BRC1206A,Nome não encontrado
Riboflavina,mg,"0,12","0,11",BRC1206A,Nome não encontrado
Niacina,mg,"1,52","1,37",BRC1206A,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC1206A,Nome não encontrado
Vitamina B12,mcg,"2,39","2,15",BRC1206A,Nome não encontrado
Vitamina C,mg,"0,84","0,76",BRC1206A,Nome não encontrado
Equivalente de folato,mcg,"77,9","70,1",BRC1206A,Nome não encontrado
Sal de adição,g,"0,07","0,06",BRC1206A,Nome não encontrado
Açúcar de adição,g,"0,39","0,35",BRC1206A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC1206A,Nome não encontrado
Proteína vegetal,g,"3,34","3,01",BRC1206A,Nome não encontrado
Proteína animal,g,"5,37","4,83",BRC1206A,Nome não encontrado
