componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1092,272,BRC0792B,Nome não encontrado
Energia,kcal,259,64,BRC0792B,Nome não encontrado
Umidade,g,"39,9","9,99",BRC0792B,Nome não encontrado
Carboidrato total,g,"50,2","12,5",BRC0792B,Nome não encontrado
Carboidrato disponível,g,"45,5","11,4",BRC0792B,Nome não encontrado
Proteína,g,"1,77","0,44",BRC0792B,Nome não encontrado
Lipídios,g,"6,78","1,70",BRC0792B,Nome não encontrado
Fibra alimentar,g,"4,69","1,17",BRC0792B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0792B,Nome não encontrado
Cinzas,g,"1,32","0,33",BRC0792B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0792B,Nome não encontrado
Ácidos graxos saturados,g,"1,11","0,28",BRC0792B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,56","0,39",BRC0792B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,89","0,97",BRC0792B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01",BRC0792B,Nome não encontrado
Cálcio,mg,124,"31,1",BRC0792B,Nome não encontrado
Ferro,mg,"0,87","0,22",BRC0792B,Nome não encontrado
Sódio,mg,137,"34,3",BRC0792B,Nome não encontrado
Magnésio,mg,"37,0","9,24",BRC0792B,Nome não encontrado
Fósforo,mg,"39,4","9,84",BRC0792B,Nome não encontrado
Potássio,mg,398,"99,6",BRC0792B,Nome não encontrado
Manganês,mg,"0,31","0,08",BRC0792B,Nome não encontrado
Zinco,mg,"0,29","0,07",BRC0792B,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0792B,Nome não encontrado
Selênio,mcg,"0,97","0,24",BRC0792B,Nome não encontrado
Vitamina A (RE),mcg,163,"40,9",BRC0792B,Nome não encontrado
Vitamina A (RAE),mcg,"81,7","20,4",BRC0792B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0792B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,75","0,19",BRC0792B,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0792B,Nome não encontrado
Riboflavina,mg,"0,07","0,02",BRC0792B,Nome não encontrado
Niacina,mg,"0,48","0,12",BRC0792B,Nome não encontrado
Vitamina B6,mg,"0,46","0,12",BRC0792B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0792B,Nome não encontrado
Vitamina C,mg,"13,1","3,27",BRC0792B,Nome não encontrado
Equivalente de folato,mcg,"28,3","7,06",BRC0792B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0792B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0792B,Nome não encontrado
Gordura de adição,g,-,-,BRC0792B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0792B,Nome não encontrado
Proteína animal,g,-,-,BRC0792B,Nome não encontrado
