componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,1340,938,BRC0065T,Nome não encontrado
Energia,kcal,323,226,BRC0065T,Nome não encontrado
Umidade,g,"48,6","34,0",BRC0065T,Nome não encontrado
Carboidrato total,g,"14,1","9,87",BRC0065T,Nome não encontrado
Carboidrato disponível,g,"11,9","8,36",BRC0065T,Nome não encontrado
Proteína,g,"10,2","7,13",BRC0065T,Nome não encontrado
Lipídios,g,"25,6","17,9",BRC0065T,Nome não encontrado
Fibra alimentar,g,"2,16","1,51",BRC0065T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0065T,Nome não encontrado
Cinzas,g,"1,53","1,07",BRC0065T,Nome não encontrado
Colesterol,mg,"65,8","46,1",BRC0065T,Nome não encontrado
Ácidos graxos saturados,g,"8,28","5,79",BRC0065T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"10,6","7,41",BRC0065T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,12","3,58",BRC0065T,Nome não encontrado
Ácidos graxos trans,g,"0,17","0,12",BRC0065T,Nome não encontrado
Cálcio,mg,"40,7","28,5",BRC0065T,Nome não encontrado
Ferro,mg,"1,05","0,74",BRC0065T,Nome não encontrado
Sódio,mg,345,241,BRC0065T,Nome não encontrado
Magnésio,mg,"21,8","15,3",BRC0065T,Nome não encontrado
Fósforo,mg,135,"94,8",BRC0065T,Nome não encontrado
Potássio,mg,237,166,BRC0065T,Nome não encontrado
Manganês,mg,"0,15","0,11",BRC0065T,Nome não encontrado
Zinco,mg,"1,04","0,73",BRC0065T,Nome não encontrado
Cobre,mg,"0,07","0,05",BRC0065T,Nome não encontrado
Selênio,mcg,,,BRC0065T,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0065T,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0065T,Nome não encontrado
Vitamina D,mcg,,,BRC0065T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0065T,Nome não encontrado
Tiamina,mg,"0,14","0,10",BRC0065T,Nome não encontrado
Riboflavina,mg,"0,05","0,04",BRC0065T,Nome não encontrado
Niacina,mg,"2,60","1,82",BRC0065T,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0065T,Nome não encontrado
Vitamina B12,mcg,,,BRC0065T,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0065T,Nome não encontrado
Equivalente de folato,mcg,,,BRC0065T,Nome não encontrado
Sal de adição,g,,,BRC0065T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0065T,Nome não encontrado
Gordura de adição,g,-,-,BRC0065T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0065T,Nome não encontrado
Proteína animal,g,-,-,BRC0065T,Nome não encontrado
