componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,251,138,BRC0427N,Nome não encontrado
Energia,kcal,60,32,BRC0427N,Nome não encontrado
Umidade,g,"84,0","46,2",BRC0427N,Nome não encontrado
Carboidrato total,g,"13,5","7,43",BRC0427N,Nome não encontrado
Carboidrato disponível,g,"11,9","6,53",BRC0427N,Nome não encontrado
Proteína,g,"1,56","0,86",BRC0427N,Nome não encontrado
Lipídios,g,"0,27","0,15",BRC0427N,Nome não encontrado
Fibra alimentar,g,"1,64","0,90",BRC0427N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0427N,Nome não encontrado
Cinzas,g,"0,71","0,39",BRC0427N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0427N,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,02",BRC0427N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,02",BRC0427N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,10",BRC0427N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0427N,Nome não encontrado
Cálcio,mg,"15,2","8,33",BRC0427N,Nome não encontrado
Ferro,mg,"0,15","0,08",BRC0427N,Nome não encontrado
Sódio,mg,"5,50","3,03",BRC0427N,Nome não encontrado
Magnésio,mg,"14,1","7,73",BRC0427N,Nome não encontrado
Fósforo,mg,"44,0","24,2",BRC0427N,Nome não encontrado
Potássio,mg,166,"91,8",BRC0427N,Nome não encontrado
Manganês,mg,"0,16","0,09",BRC0427N,Nome não encontrado
Zinco,mg,"0,23","0,12",BRC0427N,Nome não encontrado
Cobre,mg,"0,10","0,05",BRC0427N,Nome não encontrado
Selênio,mcg,"0,59","0,32",BRC0427N,Nome não encontrado
Vitamina A (RE),mcg,"6,85","3,77",BRC0427N,Nome não encontrado
Vitamina A (RAE),mcg,"3,42","1,88",BRC0427N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0427N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,04","0,57",BRC0427N,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0427N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0427N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0427N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0427N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0427N,Nome não encontrado
Vitamina C,mg,"35,9","19,7",BRC0427N,Nome não encontrado
Equivalente de folato,mcg,"15,4","8,46",BRC0427N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0427N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0427N,Nome não encontrado
Gordura de adição,g,-,-,BRC0427N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0427N,Nome não encontrado
Proteína animal,g,-,-,BRC0427N,Nome não encontrado
