componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (60 g),codigo_alimento,nome_alimento
Energia,kJ,618,370,BRC0221T,Nome não encontrado
Energia,kcal,148,88,BRC0221T,Nome não encontrado
Umidade,g,"70,4","42,2",BRC0221T,Nome não encontrado
Carboidrato total,g,"15,7","9,44",BRC0221T,Nome não encontrado
Carboidrato disponível,g,"13,6","8,18",BRC0221T,Nome não encontrado
Proteína,g,"4,94","2,97",BRC0221T,Nome não encontrado
Lipídios,g,"7,70","4,62",BRC0221T,Nome não encontrado
Fibra alimentar,g,"2,10","1,26",BRC0221T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0221T,Nome não encontrado
Cinzas,g,"1,23","0,74",BRC0221T,Nome não encontrado
Colesterol,mg,"21,9","13,1",BRC0221T,Nome não encontrado
Ácidos graxos saturados,g,"2,04","1,22",BRC0221T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,86","1,12",BRC0221T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,29","1,97",BRC0221T,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,06",BRC0221T,Nome não encontrado
Cálcio,mg,"85,7","51,4",BRC0221T,Nome não encontrado
Ferro,mg,"1,00","0,60",BRC0221T,Nome não encontrado
Sódio,mg,269,161,BRC0221T,Nome não encontrado
Magnésio,mg,"13,8","8,30",BRC0221T,Nome não encontrado
Fósforo,mg,"85,9","51,5",BRC0221T,Nome não encontrado
Potássio,mg,114,"68,5",BRC0221T,Nome não encontrado
Manganês,mg,"0,38","0,23",BRC0221T,Nome não encontrado
Zinco,mg,"0,59","0,35",BRC0221T,Nome não encontrado
Cobre,mg,"0,08","0,05",BRC0221T,Nome não encontrado
Selênio,mcg,"1,84","1,10",BRC0221T,Nome não encontrado
Vitamina A (RE),mcg,"24,2","14,5",BRC0221T,Nome não encontrado
Vitamina A (RAE),mcg,"16,7","10,0",BRC0221T,Nome não encontrado
Vitamina D,mcg,"0,12","0,07",BRC0221T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46","0,28",BRC0221T,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0221T,Nome não encontrado
Riboflavina,mg,"0,07","0,04",BRC0221T,Nome não encontrado
Niacina,mg,"0,13","0,08",BRC0221T,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0221T,Nome não encontrado
Vitamina B12,mcg,"0,08","0,05",BRC0221T,Nome não encontrado
Vitamina C,mg,"0,96","0,58",BRC0221T,Nome não encontrado
Equivalente de folato,mcg,"14,9","8,95",BRC0221T,Nome não encontrado
Sal de adição,g,"0,45","0,27",BRC0221T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0221T,Nome não encontrado
Gordura de adição,g,-,-,BRC0221T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0221T,Nome não encontrado
Proteína animal,g,-,-,BRC0221T,Nome não encontrado
