componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,566,282,BRC0205F,Nome não encontrado
Energia,kcal,134,66,BRC0205F,Nome não encontrado
Umidade,g,"69,0","34,5",BRC0205F,Nome não encontrado
Carboidrato total,g,"12,9","6,43",BRC0205F,Nome não encontrado
Carboidrato disponível,g,"12,9","6,43",BRC0205F,Nome não encontrado
Proteína,g,"14,6","7,30",BRC0205F,Nome não encontrado
Lipídios,g,"2,68","1,34",BRC0205F,Nome não encontrado
Fibra alimentar,g,,traços,BRC0205F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0205F,Nome não encontrado
Cinzas,g,"0,85","0,43",BRC0205F,Nome não encontrado
Colesterol,mg,"33,7","16,9",BRC0205F,Nome não encontrado
Ácidos graxos saturados,g,"1,23","0,62",BRC0205F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,95","0,47",BRC0205F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,27","0,14",BRC0205F,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,03",BRC0205F,Nome não encontrado
Cálcio,mg,"15,6","7,81",BRC0205F,Nome não encontrado
Ferro,mg,"2,15","1,08",BRC0205F,Nome não encontrado
Sódio,mg,"39,9","19,9",BRC0205F,Nome não encontrado
Magnésio,mg,"36,1","18,0",BRC0205F,Nome não encontrado
Fósforo,mg,174,"87,2",BRC0205F,Nome não encontrado
Potássio,mg,287,143,BRC0205F,Nome não encontrado
Manganês,mg,"0,77","0,38",BRC0205F,Nome não encontrado
Zinco,mg,"4,12","2,06",BRC0205F,Nome não encontrado
Cobre,mg,"0,51","0,26",BRC0205F,Nome não encontrado
Selênio,mcg,,traços,BRC0205F,Nome não encontrado
Vitamina A (RE),mcg,,traços,BRC0205F,Nome não encontrado
Vitamina A (RAE),mcg,"2,65","1,33",BRC0205F,Nome não encontrado
Vitamina D,mcg,"0,01","0,01",BRC0205F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,03",BRC0205F,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0205F,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0205F,Nome não encontrado
Niacina,mg,"1,81","0,90",BRC0205F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0205F,Nome não encontrado
Vitamina B12,mcg,"0,67","0,33",BRC0205F,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0205F,Nome não encontrado
Equivalente de folato,mcg,,traços,BRC0205F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0205F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0205F,Nome não encontrado
Gordura de adição,g,-,-,BRC0205F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0205F,Nome não encontrado
Proteína animal,g,-,-,BRC0205F,Nome não encontrado
