componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,82,20,BRC0952B,Nome não encontrado
Energia,kcal,20,4,BRC0952B,Nome não encontrado
Umidade,g,"92,2","23,1",BRC0952B,Nome não encontrado
Carboidrato total,g,"3,13","0,78",BRC0952B,Nome não encontrado
Carboidrato disponível,g,"0,33","0,08",BRC0952B,Nome não encontrado
Proteína,g,"2,86","0,71",BRC0952B,Nome não encontrado
Lipídios,g,"0,14","0,04",BRC0952B,Nome não encontrado
Fibra alimentar,g,"2,80","0,70",BRC0952B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0952B,Nome não encontrado
Cinzas,g,"1,64","0,41",BRC0952B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0952B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00",BRC0952B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0952B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,02",BRC0952B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0952B,Nome não encontrado
Cálcio,mg,123,"30,9",BRC0952B,Nome não encontrado
Ferro,mg,"1,17","0,29",BRC0952B,Nome não encontrado
Sódio,mg,135,"33,9",BRC0952B,Nome não encontrado
Magnésio,mg,"27,5","6,87",BRC0952B,Nome não encontrado
Fósforo,mg,"36,2","9,04",BRC0952B,Nome não encontrado
Potássio,mg,342,"85,7",BRC0952B,Nome não encontrado
Manganês,mg,"0,31","0,08",BRC0952B,Nome não encontrado
Zinco,mg,"0,36","0,09",BRC0952B,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC0952B,Nome não encontrado
Selênio,mcg,"0,27","0,07",BRC0952B,Nome não encontrado
Vitamina A (RE),mcg,649,162,BRC0952B,Nome não encontrado
Vitamina A (RAE),mcg,324,"81,2",BRC0952B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0952B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,02",BRC0952B,Nome não encontrado
Tiamina,mg,"0,06","0,01",BRC0952B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0952B,Nome não encontrado
Niacina,mg,"0,48","0,12",BRC0952B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0952B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0952B,Nome não encontrado
Vitamina C,mg,"39,9","9,98",BRC0952B,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0952B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0952B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0952B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0952B,Nome não encontrado
Proteína vegetal,g,"2,86","0,71",BRC0952B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0952B,Nome não encontrado
