componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,172,413,284,BRC0206C,Nome não encontrado
Energia,kcal,41,97,67,BRC0206C,Nome não encontrado
Umidade,g,"89,3",214,147,BRC0206C,Nome não encontrado
Carboidrato total,g,"9,87","23,7","16,3",BRC0206C,Nome não encontrado
Carboidrato disponível,g,"8,76","21,0","14,5",BRC0206C,Nome não encontrado
Proteína,g,"0,44","1,05","0,72",BRC0206C,Nome não encontrado
Lipídios,g,"0,19","0,45","0,31",BRC0206C,Nome não encontrado
Fibra alimentar,g,"1,11","2,65","1,82",BRC0206C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0206C,Nome não encontrado
Cinzas,g,"0,17","0,41","0,28",BRC0206C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0206C,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,06","0,04",BRC0206C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,04",BRC0206C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,26","0,18",BRC0206C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0206C,Nome não encontrado
Cálcio,mg,"9,57","23,0","15,8",BRC0206C,Nome não encontrado
Ferro,mg,"0,30","0,72","0,50",BRC0206C,Nome não encontrado
Sódio,mg,"2,12","5,09","3,50",BRC0206C,Nome não encontrado
Magnésio,mg,"7,03","16,9","11,6",BRC0206C,Nome não encontrado
Fósforo,mg,"9,39","22,5","15,5",BRC0206C,Nome não encontrado
Potássio,mg,"55,7",133,"92,0",BRC0206C,Nome não encontrado
Manganês,mg,"0,24","0,58","0,40",BRC0206C,Nome não encontrado
Zinco,mg,"0,12","0,28","0,19",BRC0206C,Nome não encontrado
Cobre,mg,"0,02","0,06","0,04",BRC0206C,Nome não encontrado
Selênio,mcg,"0,07","0,16","0,11",BRC0206C,Nome não encontrado
Vitamina A (RE),mcg,"0,89","2,14","1,47",BRC0206C,Nome não encontrado
Vitamina A (RAE),mcg,"2,05","4,91","3,38",BRC0206C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0206C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,72","0,50",BRC0206C,Nome não encontrado
Tiamina,mg,"0,01","0,02","0,01",BRC0206C,Nome não encontrado
Riboflavina,mg,"0,02","0,04","0,02",BRC0206C,Nome não encontrado
Niacina,mg,"0,15","0,36","0,25",BRC0206C,Nome não encontrado
Vitamina B6,mg,"0,02","0,04","0,03",BRC0206C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0206C,Nome não encontrado
Vitamina C,mg,"12,1","29,1","20,0",BRC0206C,Nome não encontrado
Equivalente de folato,mcg,"6,76","16,2","11,1",BRC0206C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0206C,Nome não encontrado
Açúcar de adição,g,"6,00","14,4","9,90",BRC0206C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0206C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0206C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0206C,Nome não encontrado
