componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,585,BRC0478E,Nome não encontrado
Energia,kcal,140,BRC0478E,Nome não encontrado
Umidade,g,"72,2",BRC0478E,Nome não encontrado
Carboidrato total,g,"0,00",BRC0478E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0478E,Nome não encontrado
Proteína,g,"19,9",BRC0478E,Nome não encontrado
Lipídios,g,"6,67",BRC0478E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0478E,Nome não encontrado
Álcool,g,"0,00",BRC0478E,Nome não encontrado
Cinzas,g,"1,57",BRC0478E,Nome não encontrado
Colesterol,mg,106,BRC0478E,Nome não encontrado
Ácidos graxos saturados,g,"2,65",BRC0478E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,92",BRC0478E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,15",BRC0478E,Nome não encontrado
Ácidos graxos trans,g,"0,05",BRC0478E,Nome não encontrado
Cálcio,mg,212,BRC0478E,Nome não encontrado
Ferro,mg,"0,50",BRC0478E,Nome não encontrado
Sódio,mg,"56,7",BRC0478E,Nome não encontrado
Magnésio,mg,"32,0",BRC0478E,Nome não encontrado
Fósforo,mg,290,BRC0478E,Nome não encontrado
Potássio,mg,347,BRC0478E,Nome não encontrado
Manganês,mg,"0,10",BRC0478E,Nome não encontrado
Zinco,mg,"1,20",BRC0478E,Nome não encontrado
Cobre,mg,"0,06",BRC0478E,Nome não encontrado
Selênio,mcg,,BRC0478E,Nome não encontrado
Vitamina A (RE),mcg,"5,64",BRC0478E,Nome não encontrado
Vitamina A (RAE),mcg,"5,64",BRC0478E,Nome não encontrado
Vitamina D,mcg,"7,60",BRC0478E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0478E,Nome não encontrado
Tiamina,mg,"0,05",BRC0478E,Nome não encontrado
Riboflavina,mg,"0,07",BRC0478E,Nome não encontrado
Niacina,mg,"3,06",BRC0478E,Nome não encontrado
Vitamina B6,mg,"0,13",BRC0478E,Nome não encontrado
Vitamina B12,mcg,,BRC0478E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0478E,Nome não encontrado
Equivalente de folato,mcg,,BRC0478E,Nome não encontrado
Sal de adição,g,"0,00",BRC0478E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0478E,Nome não encontrado
Gordura de adição,g,"0,00",BRC0478E,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0478E,Nome não encontrado
Proteína animal,g,"19,9",BRC0478E,Nome não encontrado
