componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,1293,129,BRC0085R,Nome não encontrado
Energia,kcal,309,30,BRC0085R,Nome não encontrado
Umidade,g,"7,00","0,70",BRC0085R,Nome não encontrado
Carboidrato total,g,"30,5","3,05",BRC0085R,Nome não encontrado
Carboidrato disponível,g,"21,6","2,16",BRC0085R,Nome não encontrado
Proteína,g,"22,0","2,20",BRC0085R,Nome não encontrado
Lipídios,g,"13,0","1,30",BRC0085R,Nome não encontrado
Fibra alimentar,g,"8,92","0,89",BRC0085R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0085R,Nome não encontrado
Cinzas,g,"27,5","2,75",BRC0085R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0085R,Nome não encontrado
Ácidos graxos saturados,g,"2,22","0,22",BRC0085R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,42","0,24",BRC0085R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,24","0,62",BRC0085R,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0085R,Nome não encontrado
Cálcio,mg,"18,2","1,82",BRC0085R,Nome não encontrado
Ferro,mg,"0,80","0,08",BRC0085R,Nome não encontrado
Sódio,mg,1192,119,BRC0085R,Nome não encontrado
Magnésio,mg,"15,4","1,54",BRC0085R,Nome não encontrado
Fósforo,mg,"50,9","5,09",BRC0085R,Nome não encontrado
Potássio,mg,"67,2","6,72",BRC0085R,Nome não encontrado
Manganês,mg,,,BRC0085R,Nome não encontrado
Zinco,mg,"0,82","0,08",BRC0085R,Nome não encontrado
Cobre,mg,,,BRC0085R,Nome não encontrado
Selênio,mcg,,,BRC0085R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0085R,Nome não encontrado
Vitamina A (RAE),mcg,"50,1","5,01",BRC0085R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0085R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,13","0,01",BRC0085R,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0085R,Nome não encontrado
Riboflavina,mg,"0,08","0,01",BRC0085R,Nome não encontrado
Niacina,mg,"0,29","0,03",BRC0085R,Nome não encontrado
Vitamina B6,mg,"0,06","0,01",BRC0085R,Nome não encontrado
Vitamina B12,mcg,"0,03","0,00",BRC0085R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0085R,Nome não encontrado
Equivalente de folato,mcg,"6,08","0,61",BRC0085R,Nome não encontrado
Sal de adição,g,,,BRC0085R,Nome não encontrado
Açúcar de adição,g,,,BRC0085R,Nome não encontrado
Gordura de adição,g,,,BRC0085R,Nome não encontrado
Proteína vegetal,g,,,BRC0085R,Nome não encontrado
Proteína animal,g,,,BRC0085R,Nome não encontrado
