componente,unidade,Valor por 100g,Xícara chá (200 mL),codigo_alimento,nome_alimento
Energia,kJ,95,190,BRC0083H,Nome não encontrado
Energia,kcal,22,44,BRC0083H,Nome não encontrado
Umidade,g,"94,1",188,BRC0083H,Nome não encontrado
Carboidrato total,g,"3,48","6,96",BRC0083H,Nome não encontrado
Carboidrato disponível,g,"3,48","6,96",BRC0083H,Nome não encontrado
Proteína,g,"1,69","3,38",BRC0083H,Nome não encontrado
Lipídios,g,"0,20","0,40",BRC0083H,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0083H,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0083H,Nome não encontrado
Cinzas,g,"0,49","0,99",BRC0083H,Nome não encontrado
Colesterol,mg,"17,7","35,3",BRC0083H,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,24",BRC0083H,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,03",BRC0083H,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0083H,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0083H,Nome não encontrado
Cálcio,mg,"68,3",136,BRC0083H,Nome não encontrado
Ferro,mg,"0,00","0,00",BRC0083H,Nome não encontrado
Sódio,mg,"26,0","52,1",BRC0083H,Nome não encontrado
Magnésio,mg,"8,04","16,1",BRC0083H,Nome não encontrado
Fósforo,mg,"45,8","91,6",BRC0083H,Nome não encontrado
Potássio,mg,117,234,BRC0083H,Nome não encontrado
Manganês,mg,"0,01","0,02",BRC0083H,Nome não encontrado
Zinco,mg,"0,19","0,38",BRC0083H,Nome não encontrado
Cobre,mg,"0,01","0,02",BRC0083H,Nome não encontrado
Selênio,mcg,,,BRC0083H,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0083H,Nome não encontrado
Vitamina A (RAE),mcg,"4,50","9,00",BRC0083H,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0083H,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,07",BRC0083H,Nome não encontrado
Tiamina,mg,"0,02","0,05",BRC0083H,Nome não encontrado
Riboflavina,mg,"0,16","0,31",BRC0083H,Nome não encontrado
Niacina,mg,"0,81","1,61",BRC0083H,Nome não encontrado
Vitamina B6,mg,traços,,BRC0083H,Nome não encontrado
Vitamina B12,mcg,"0,28","0,55",BRC0083H,Nome não encontrado
Vitamina C,mg,traços,,BRC0083H,Nome não encontrado
Equivalente de folato,mcg,"3,35","6,69",BRC0083H,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0083H,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0083H,Nome não encontrado
Gordura de adição,g,-,-,BRC0083H,Nome não encontrado
Proteína vegetal,g,-,-,BRC0083H,Nome não encontrado
Proteína animal,g,-,-,BRC0083H,Nome não encontrado
