componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,217,520,358,BRC0132C,Nome não encontrado
Energia,kcal,52,123,85,BRC0132C,Nome não encontrado
Umidade,g,"86,7",208,143,BRC0132C,Nome não encontrado
Carboidrato total,g,"11,9","28,6","19,6",BRC0132C,Nome não encontrado
Carboidrato disponível,g,"11,6","27,8","19,1",BRC0132C,Nome não encontrado
Proteína,g,"0,70","1,68","1,16",BRC0132C,Nome não encontrado
Lipídios,g,"0,14","0,32","0,22",BRC0132C,Nome não encontrado
Fibra alimentar,g,"0,34","0,80","0,55",BRC0132C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0132C,Nome não encontrado
Cinzas,g,"0,38","0,90","0,62",BRC0132C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0132C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0132C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,03",BRC0132C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,17","0,12",BRC0132C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0132C,Nome não encontrado
Cálcio,mg,"8,77","21,1","14,5",BRC0132C,Nome não encontrado
Ferro,mg,"0,06","0,15","0,10",BRC0132C,Nome não encontrado
Sódio,mg,"2,83","6,78","4,66",BRC0132C,Nome não encontrado
Magnésio,mg,"7,91","19,0","13,0",BRC0132C,Nome não encontrado
Fósforo,mg,"16,3","39,0","26,8",BRC0132C,Nome não encontrado
Potássio,mg,131,316,217,BRC0132C,Nome não encontrado
Manganês,mg,"0,06","0,14","0,10",BRC0132C,Nome não encontrado
Zinco,mg,"0,02","0,05","0,03",BRC0132C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0132C,Nome não encontrado
Selênio,mcg,"0,33","0,79","0,54",BRC0132C,Nome não encontrado
Vitamina A (RE),mcg,"3,52","8,44","5,80",BRC0132C,Nome não encontrado
Vitamina A (RAE),mcg,"1,76","4,22","2,90",BRC0132C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0132C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,21","0,15",BRC0132C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0132C,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,01",BRC0132C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0132C,Nome não encontrado
Vitamina B6,mg,"0,01","0,01","0,01",BRC0132C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0132C,Nome não encontrado
Vitamina C,mg,"68,9",165,113,BRC0132C,Nome não encontrado
Equivalente de folato,mcg,"16,7","40,1","27,6",BRC0132C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0132C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0132C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0132C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0132C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0132C,Nome não encontrado
