componente,unidade,Valor por 100g,Porção Média (140 g),codigo_alimento,nome_alimento
Energia,kJ,1132,1585,BRC0498A,Nome não encontrado
Energia,kcal,269,377,BRC0498A,Nome não encontrado
Umidade,g,"41,9","58,7",BRC0498A,Nome não encontrado
Carboidrato total,g,"24,0","33,6",BRC0498A,Nome não encontrado
Carboidrato disponível,g,"23,0","32,2",BRC0498A,Nome não encontrado
Proteína,g,"21,8","30,5",BRC0498A,Nome não encontrado
Lipídios,g,"9,80","13,7",BRC0498A,Nome não encontrado
Fibra alimentar,g,"1,00","1,40",BRC0498A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0498A,Nome não encontrado
Cinzas,g,"2,47","3,46",BRC0498A,Nome não encontrado
Colesterol,mg,"57,7","80,7",BRC0498A,Nome não encontrado
Ácidos graxos saturados,g,"5,26","7,36",BRC0498A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,79","3,90",BRC0498A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,37","0,52",BRC0498A,Nome não encontrado
Ácidos graxos trans,g,"0,36","0,50",BRC0498A,Nome não encontrado
Cálcio,mg,185,259,BRC0498A,Nome não encontrado
Ferro,mg,"2,82","3,95",BRC0498A,Nome não encontrado
Sódio,mg,580,812,BRC0498A,Nome não encontrado
Magnésio,mg,"25,6","35,8",BRC0498A,Nome não encontrado
Fósforo,mg,262,367,BRC0498A,Nome não encontrado
Potássio,mg,197,277,BRC0498A,Nome não encontrado
Manganês,mg,"0,20","0,28",BRC0498A,Nome não encontrado
Zinco,mg,"2,73","3,82",BRC0498A,Nome não encontrado
Cobre,mg,"0,12","0,17",BRC0498A,Nome não encontrado
Selênio,mcg,"2,80","3,91",BRC0498A,Nome não encontrado
Vitamina A (RE),mcg,"26,6","37,3",BRC0498A,Nome não encontrado
Vitamina A (RAE),mcg,"25,5","35,6",BRC0498A,Nome não encontrado
Vitamina D,mcg,"0,06","0,08",BRC0498A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,12","0,17",BRC0498A,Nome não encontrado
Tiamina,mg,"0,17","0,23",BRC0498A,Nome não encontrado
Riboflavina,mg,"0,35","0,49",BRC0498A,Nome não encontrado
Niacina,mg,"2,58","3,61",BRC0498A,Nome não encontrado
Vitamina B6,mg,"0,26","0,36",BRC0498A,Nome não encontrado
Vitamina B12,mcg,"2,48","3,47",BRC0498A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0498A,Nome não encontrado
Equivalente de folato,mcg,"62,3","87,2",BRC0498A,Nome não encontrado
Sal de adição,g,"0,45","0,63",BRC0498A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0498A,Nome não encontrado
Gordura de adição,g,-,-,BRC0498A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0498A,Nome não encontrado
Proteína animal,g,-,-,BRC0498A,Nome não encontrado
