componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,1481,296,BRC0097B,Nome não encontrado
Energia,kcal,349,69,BRC0097B,Nome não encontrado
Umidade,g,"12,6","2,52",BRC0097B,Nome não encontrado
Carboidrato total,g,"86,8","17,4",BRC0097B,Nome não encontrado
Carboidrato disponível,g,"86,6","17,3",BRC0097B,Nome não encontrado
Proteína,g,"0,43","0,09",BRC0097B,Nome não encontrado
Lipídios,g,traços,traços,BRC0097B,Nome não encontrado
Fibra alimentar,g,"0,24","0,05",BRC0097B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0097B,Nome não encontrado
Cinzas,g,"0,17","0,03",BRC0097B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0097B,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0097B,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0097B,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0097B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0097B,Nome não encontrado
Cálcio,mg,"27,4","5,48",BRC0097B,Nome não encontrado
Ferro,mg,"0,51","0,10",BRC0097B,Nome não encontrado
Sódio,mg,"1,58","0,32",BRC0097B,Nome não encontrado
Magnésio,mg,"4,10","0,82",BRC0097B,Nome não encontrado
Fósforo,mg,"8,38","1,68",BRC0097B,Nome não encontrado
Potássio,mg,"37,6","7,53",BRC0097B,Nome não encontrado
Manganês,mg,"0,09","0,02",BRC0097B,Nome não encontrado
Zinco,mg,traços,traços,BRC0097B,Nome não encontrado
Cobre,mg,traços,traços,BRC0097B,Nome não encontrado
Selênio,mcg,,,BRC0097B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0097B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0097B,Nome não encontrado
Vitamina D,mcg,,,BRC0097B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0097B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0097B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0097B,Nome não encontrado
Niacina,mg,traços,traços,BRC0097B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0097B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0097B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0097B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0097B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0097B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0097B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0097B,Nome não encontrado
Proteína vegetal,g,"0,43","0,09",BRC0097B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0097B,Nome não encontrado
