componente,unidade,Valor por 100g,Colher sopa cheia (12 g),codigo_alimento,nome_alimento
Energia,kJ,161,19,BRC0205B,Nome não encontrado
Energia,kcal,39,4,BRC0205B,Nome não encontrado
Umidade,g,"91,9","11,0",BRC0205B,Nome não encontrado
Carboidrato total,g,"3,64","0,44",BRC0205B,Nome não encontrado
Carboidrato disponível,g,"1,79","0,22",BRC0205B,Nome não encontrado
Proteína,g,"1,06","0,13",BRC0205B,Nome não encontrado
Lipídios,g,"2,64","0,32",BRC0205B,Nome não encontrado
Fibra alimentar,g,"1,84","0,22",BRC0205B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0205B,Nome não encontrado
Cinzas,g,"0,71","0,08",BRC0205B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0205B,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,05",BRC0205B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","0,23",BRC0205B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,29","0,04",BRC0205B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0205B,Nome não encontrado
Cálcio,mg,"40,1","4,81",BRC0205B,Nome não encontrado
Ferro,mg,"0,49","0,06",BRC0205B,Nome não encontrado
Sódio,mg,"12,4","1,48",BRC0205B,Nome não encontrado
Magnésio,mg,"13,4","1,61",BRC0205B,Nome não encontrado
Fósforo,mg,"15,6","1,87",BRC0205B,Nome não encontrado
Potássio,mg,424,"51,0",BRC0205B,Nome não encontrado
Manganês,mg,"0,24","0,03",BRC0205B,Nome não encontrado
Zinco,mg,"0,28","0,03",BRC0205B,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0205B,Nome não encontrado
Selênio,mcg,"0,15","0,02",BRC0205B,Nome não encontrado
Vitamina A (RE),mcg,139,"16,7",BRC0205B,Nome não encontrado
Vitamina A (RAE),mcg,"69,6","8,36",BRC0205B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0205B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,73","0,09",BRC0205B,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0205B,Nome não encontrado
Riboflavina,mg,"0,08","0,01",BRC0205B,Nome não encontrado
Niacina,mg,"0,50","0,06",BRC0205B,Nome não encontrado
Vitamina B6,mg,"0,03","0,00",BRC0205B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0205B,Nome não encontrado
Vitamina C,mg,"7,43","0,89",BRC0205B,Nome não encontrado
Equivalente de folato,mcg,"83,9","10,1",BRC0205B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0205B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0205B,Nome não encontrado
Gordura de adição,g,-,-,BRC0205B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0205B,Nome não encontrado
Proteína animal,g,-,-,BRC0205B,Nome não encontrado
