componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,325,64,422,BRC0732B,Nome não encontrado
Energia,kcal,78,15,100,BRC0732B,Nome não encontrado
Umidade,g,"84,3","16,9",109,BRC0732B,Nome não encontrado
Carboidrato total,g,"8,70","1,74","11,3",BRC0732B,Nome não encontrado
Carboidrato disponível,g,"7,60","1,52","9,87",BRC0732B,Nome não encontrado
Proteína,g,"2,49","0,50","3,24",BRC0732B,Nome não encontrado
Lipídios,g,"3,90","0,78","5,07",BRC0732B,Nome não encontrado
Fibra alimentar,g,"1,11","0,22","1,44",BRC0732B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0732B,Nome não encontrado
Cinzas,g,"0,61","0,12","0,79",BRC0732B,Nome não encontrado
Colesterol,mg,"5,47","1,09","7,11",BRC0732B,Nome não encontrado
Ácidos graxos saturados,g,"1,46","0,29","1,90",BRC0732B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,97","0,19","1,26",BRC0732B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,16","0,23","1,51",BRC0732B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,00","0,02",BRC0732B,Nome não encontrado
Cálcio,mg,"46,9","9,38","61,0",BRC0732B,Nome não encontrado
Ferro,mg,"0,35","0,07","0,46",BRC0732B,Nome não encontrado
Sódio,mg,"26,6","5,32","34,6",BRC0732B,Nome não encontrado
Magnésio,mg,"8,85","1,77","11,5",BRC0732B,Nome não encontrado
Fósforo,mg,"51,8","10,4","67,3",BRC0732B,Nome não encontrado
Potássio,mg,149,"29,9",194,BRC0732B,Nome não encontrado
Manganês,mg,"0,13","0,03","0,16",BRC0732B,Nome não encontrado
Zinco,mg,"0,39","0,08","0,50",BRC0732B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,06",BRC0732B,Nome não encontrado
Selênio,mcg,"2,41","0,48","3,13",BRC0732B,Nome não encontrado
Vitamina A (RE),mcg,272,"54,5",354,BRC0732B,Nome não encontrado
Vitamina A (RAE),mcg,148,"29,8",193,BRC0732B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,01",BRC0732B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,40","0,68","4,42",BRC0732B,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,06",BRC0732B,Nome não encontrado
Riboflavina,mg,"0,09","0,02","0,11",BRC0732B,Nome não encontrado
Niacina,mg,"0,63","0,13","0,82",BRC0732B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,05",BRC0732B,Nome não encontrado
Vitamina B12,mcg,"0,15","0,03","0,20",BRC0732B,Nome não encontrado
Vitamina C,mg,"3,20","0,64","4,16",BRC0732B,Nome não encontrado
Equivalente de folato,mcg,"11,5","2,30","14,9",BRC0732B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0732B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0732B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0732B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0732B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0732B,Nome não encontrado
