componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,671,BRC0526E,Nome não encontrado
Energia,kcal,160,BRC0526E,Nome não encontrado
Umidade,g,"67,4",BRC0526E,Nome não encontrado
Carboidrato total,g,"0,00",BRC0526E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0526E,Nome não encontrado
Proteína,g,"24,3",BRC0526E,Nome não encontrado
Lipídios,g,"6,98",BRC0526E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0526E,Nome não encontrado
Álcool,g,"0,00",BRC0526E,Nome não encontrado
Cinzas,g,"1,37",BRC0526E,Nome não encontrado
Colesterol,mg,"77,3",BRC0526E,Nome não encontrado
Ácidos graxos saturados,g,"1,18",BRC0526E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,53",BRC0526E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,32",BRC0526E,Nome não encontrado
Ácidos graxos trans,g,,BRC0526E,Nome não encontrado
Cálcio,mg,"12,0",BRC0526E,Nome não encontrado
Ferro,mg,"0,68",BRC0526E,Nome não encontrado
Sódio,mg,283,BRC0526E,Nome não encontrado
Magnésio,mg,"27,3",BRC0526E,Nome não encontrado
Fósforo,mg,195,BRC0526E,Nome não encontrado
Potássio,mg,262,BRC0526E,Nome não encontrado
Manganês,mg,"0,00",BRC0526E,Nome não encontrado
Zinco,mg,"1,39",BRC0526E,Nome não encontrado
Cobre,mg,"0,09",BRC0526E,Nome não encontrado
Selênio,mcg,,BRC0526E,Nome não encontrado
Vitamina A (RE),mcg,"6,51",BRC0526E,Nome não encontrado
Vitamina A (RAE),mcg,"6,51",BRC0526E,Nome não encontrado
Vitamina D,mcg,"0,11",BRC0526E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15",BRC0526E,Nome não encontrado
Tiamina,mg,"0,04",BRC0526E,Nome não encontrado
Riboflavina,mg,"0,15",BRC0526E,Nome não encontrado
Niacina,mg,"9,67",BRC0526E,Nome não encontrado
Vitamina B6,mg,"0,70",BRC0526E,Nome não encontrado
Vitamina B12,mcg,"0,61",BRC0526E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0526E,Nome não encontrado
Equivalente de folato,mcg,"7,58",BRC0526E,Nome não encontrado
Sal de adição,g,"0,00",BRC0526E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0526E,Nome não encontrado
Gordura de adição,g,-,BRC0526E,Nome não encontrado
Proteína vegetal,g,-,BRC0526E,Nome não encontrado
Proteína animal,g,-,BRC0526E,Nome não encontrado
