componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,346,190,BRC0289N,Nome não encontrado
Energia,kcal,82,45,BRC0289N,Nome não encontrado
Umidade,g,"81,0","44,6",BRC0289N,Nome não encontrado
Carboidrato total,g,"7,20","3,96",BRC0289N,Nome não encontrado
Carboidrato disponível,g,"6,14","3,38",BRC0289N,Nome não encontrado
Proteína,g,"8,75","4,81",BRC0289N,Nome não encontrado
Lipídios,g,"2,29","1,26",BRC0289N,Nome não encontrado
Fibra alimentar,g,"1,06","0,58",BRC0289N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0289N,Nome não encontrado
Cinzas,g,"0,72","0,40",BRC0289N,Nome não encontrado
Colesterol,mg,"25,2","13,9",BRC0289N,Nome não encontrado
Ácidos graxos saturados,g,"0,41","0,22",BRC0289N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,17","0,64",BRC0289N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,47","0,26",BRC0289N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0289N,Nome não encontrado
Cálcio,mg,"11,2","6,14",BRC0289N,Nome não encontrado
Ferro,mg,"0,20","0,11",BRC0289N,Nome não encontrado
Sódio,mg,"32,1","17,6",BRC0289N,Nome não encontrado
Magnésio,mg,"14,0","7,70",BRC0289N,Nome não encontrado
Fósforo,mg,"69,9","38,5",BRC0289N,Nome não encontrado
Potássio,mg,181,"99,8",BRC0289N,Nome não encontrado
Manganês,mg,"0,02","0,01",BRC0289N,Nome não encontrado
Zinco,mg,"0,22","0,12",BRC0289N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0289N,Nome não encontrado
Selênio,mcg,"14,7","8,09",BRC0289N,Nome não encontrado
Vitamina A (RE),mcg,"22,5","12,4",BRC0289N,Nome não encontrado
Vitamina A (RAE),mcg,"12,1","6,65",BRC0289N,Nome não encontrado
Vitamina D,mcg,"2,13","1,17",BRC0289N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,66","0,36",BRC0289N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0289N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0289N,Nome não encontrado
Niacina,mg,"0,29","0,16",BRC0289N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0289N,Nome não encontrado
Vitamina B12,mcg,"0,92","0,51",BRC0289N,Nome não encontrado
Vitamina C,mg,"0,28","0,15",BRC0289N,Nome não encontrado
Equivalente de folato,mcg,"9,68","5,32",BRC0289N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0289N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0289N,Nome não encontrado
Gordura de adição,g,-,-,BRC0289N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0289N,Nome não encontrado
Proteína animal,g,-,-,BRC0289N,Nome não encontrado
