componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,942,BRC0529E,Nome não encontrado
Energia,kcal,223,BRC0529E,Nome não encontrado
Umidade,g,"69,3",BRC0529E,Nome não encontrado
Carboidrato total,g,"0,77",BRC0529E,Nome não encontrado
Carboidrato disponível,g,"0,77",BRC0529E,Nome não encontrado
Proteína,g,"25,9",BRC0529E,Nome não encontrado
Lipídios,g,"2,38",BRC0529E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0529E,Nome não encontrado
Álcool,g,"0,00",BRC0529E,Nome não encontrado
Cinzas,g,"1,61",BRC0529E,Nome não encontrado
Colesterol,mg,"63,3",BRC0529E,Nome não encontrado
Ácidos graxos saturados,g,"0,81",BRC0529E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,54",BRC0529E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,54",BRC0529E,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC0529E,Nome não encontrado
Cálcio,mg,"25,9",BRC0529E,Nome não encontrado
Ferro,mg,"0,31",BRC0529E,Nome não encontrado
Sódio,mg,"64,9",BRC0529E,Nome não encontrado
Magnésio,mg,"31,2",BRC0529E,Nome não encontrado
Fósforo,mg,203,BRC0529E,Nome não encontrado
Potássio,mg,330,BRC0529E,Nome não encontrado
Manganês,mg,"0,02",BRC0529E,Nome não encontrado
Zinco,mg,"1,11",BRC0529E,Nome não encontrado
Cobre,mg,"0,12",BRC0529E,Nome não encontrado
Selênio,mcg,"33,8",BRC0529E,Nome não encontrado
Vitamina A (RE),mcg,traços,BRC0529E,Nome não encontrado
Vitamina A (RAE),mcg,traços,BRC0529E,Nome não encontrado
Vitamina D,mcg,"1,53",BRC0529E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,63",BRC0529E,Nome não encontrado
Tiamina,mg,traços,BRC0529E,Nome não encontrado
Riboflavina,mg,"0,07",BRC0529E,Nome não encontrado
Niacina,mg,"1,24",BRC0529E,Nome não encontrado
Vitamina B6,mg,traços,BRC0529E,Nome não encontrado
Vitamina B12,mcg,"4,90",BRC0529E,Nome não encontrado
Vitamina C,mg,"0,89",BRC0529E,Nome não encontrado
Equivalente de folato,mcg,"16,2",BRC0529E,Nome não encontrado
Sal de adição,g,"0,00",BRC0529E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0529E,Nome não encontrado
Gordura de adição,g,"0,00",BRC0529E,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0529E,Nome não encontrado
Proteína animal,g,"25,9",BRC0529E,Nome não encontrado
