componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,115,28,20,BRC0476B,Nome não encontrado
Energia,kcal,27,6,4,BRC0476B,Nome não encontrado
Umidade,g,"91,8","22,9","16,5",BRC0476B,Nome não encontrado
Carboidrato total,g,"5,83","1,46","1,05",BRC0476B,Nome não encontrado
Carboidrato disponível,g,"3,96","0,99","0,71",BRC0476B,Nome não encontrado
Proteína,g,"1,25","0,31","0,23",BRC0476B,Nome não encontrado
Lipídios,g,"0,32","0,08","0,06",BRC0476B,Nome não encontrado
Fibra alimentar,g,"1,87","0,47","0,34",BRC0476B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0476B,Nome não encontrado
Cinzas,g,"0,83","0,21","0,15",BRC0476B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0476B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,01",BRC0476B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0476B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,02","0,01",BRC0476B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0476B,Nome não encontrado
Cálcio,mg,"9,44","2,36","1,70",BRC0476B,Nome não encontrado
Ferro,mg,"0,40","0,10","0,07",BRC0476B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0476B,Nome não encontrado
Magnésio,mg,"10,6","2,65","1,91",BRC0476B,Nome não encontrado
Fósforo,mg,"21,8","5,45","3,92",BRC0476B,Nome não encontrado
Potássio,mg,215,"53,9","38,8",BRC0476B,Nome não encontrado
Manganês,mg,"0,08","0,02","0,01",BRC0476B,Nome não encontrado
Zinco,mg,"0,15","0,04","0,03",BRC0476B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,01",BRC0476B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0476B,Nome não encontrado
Vitamina A (RE),mcg,"31,2","7,81","5,62",BRC0476B,Nome não encontrado
Vitamina A (RAE),mcg,"15,6","3,90","2,81",BRC0476B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0476B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,66","0,42","0,30",BRC0476B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0476B,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,01",BRC0476B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0476B,Nome não encontrado
Vitamina B6,mg,"0,05","0,01","0,01",BRC0476B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0476B,Nome não encontrado
Vitamina C,mg,156,"39,2","28,2",BRC0476B,Nome não encontrado
Equivalente de folato,mcg,"18,0","4,51","3,25",BRC0476B,Nome não encontrado
Sal de adição,g,"0,47","0,12","0,08",BRC0476B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0476B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0476B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0476B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0476B,Nome não encontrado
