componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,474,236,BRC0271C,Nome não encontrado
Energia,kcal,112,55,BRC0271C,Nome não encontrado
Umidade,g,"70,1","35,0",BRC0271C,Nome não encontrado
Carboidrato total,g,"27,0","13,5",BRC0271C,Nome não encontrado
Carboidrato disponível,g,"24,1","12,1",BRC0271C,Nome não encontrado
Proteína,g,"1,68","0,84",BRC0271C,Nome não encontrado
Lipídios,g,"0,32","0,16",BRC0271C,Nome não encontrado
Fibra alimentar,g,"2,86","1,43",BRC0271C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0271C,Nome não encontrado
Cinzas,g,"0,91","0,46",BRC0271C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0271C,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,06",BRC0271C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,12","0,06",BRC0271C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0271C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0271C,Nome não encontrado
Cálcio,mg,"14,8","7,39",BRC0271C,Nome não encontrado
Ferro,mg,"0,39","0,19",BRC0271C,Nome não encontrado
Sódio,mg,"1,14","0,57",BRC0271C,Nome não encontrado
Magnésio,mg,"48,1","24,0",BRC0271C,Nome não encontrado
Fósforo,mg,"16,7","8,34",BRC0271C,Nome não encontrado
Potássio,mg,323,161,BRC0271C,Nome não encontrado
Manganês,mg,"0,47","0,24",BRC0271C,Nome não encontrado
Zinco,mg,"0,24","0,12",BRC0271C,Nome não encontrado
Cobre,mg,"0,11","0,06",BRC0271C,Nome não encontrado
Selênio,mcg,"0,72","0,36",BRC0271C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0271C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0271C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0271C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,08",BRC0271C,Nome não encontrado
Tiamina,mg,"0,12","0,06",BRC0271C,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0271C,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0271C,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0271C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0271C,Nome não encontrado
Vitamina C,mg,"17,8","8,89",BRC0271C,Nome não encontrado
Equivalente de folato,mcg,"27,0","13,5",BRC0271C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0271C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0271C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0271C,Nome não encontrado
Proteína vegetal,g,"1,68","0,84",BRC0271C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0271C,Nome não encontrado
