componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (20 g),codigo_alimento,nome_alimento
Energia,kJ,1331,266,BRC0059G,Nome não encontrado
Energia,kcal,320,64,BRC0059G,Nome não encontrado
Umidade,g,"46,4","9,27",BRC0059G,Nome não encontrado
Carboidrato total,g,"1,97","0,39",BRC0059G,Nome não encontrado
Carboidrato disponível,g,"1,97","0,39",BRC0059G,Nome não encontrado
Proteína,g,"23,8","4,77",BRC0059G,Nome não encontrado
Lipídios,g,"24,1","4,83",BRC0059G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0059G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0059G,Nome não encontrado
Cinzas,g,"3,71","0,74",BRC0059G,Nome não encontrado
Colesterol,mg,"76,2","15,2",BRC0059G,Nome não encontrado
Ácidos graxos saturados,g,"13,6","2,73",BRC0059G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,70","1,14",BRC0059G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,48","0,10",BRC0059G,Nome não encontrado
Ácidos graxos trans,g,"0,82","0,16",BRC0059G,Nome não encontrado
Cálcio,mg,774,154,BRC0059G,Nome não encontrado
Ferro,mg,"0,27","0,05",BRC0059G,Nome não encontrado
Sódio,mg,506,101,BRC0059G,Nome não encontrado
Magnésio,mg,"22,8","4,57",BRC0059G,Nome não encontrado
Fósforo,mg,463,"92,6",BRC0059G,Nome não encontrado
Potássio,mg,"68,4","13,7",BRC0059G,Nome não encontrado
Manganês,mg,"0,03","0,01",BRC0059G,Nome não encontrado
Zinco,mg,"3,61","0,72",BRC0059G,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0059G,Nome não encontrado
Selênio,mcg,"18,2","3,65",BRC0059G,Nome não encontrado
Vitamina A (RE),mcg,112,"22,5",BRC0059G,Nome não encontrado
Vitamina A (RAE),mcg,107,"21,5",BRC0059G,Nome não encontrado
Vitamina D,mcg,"0,43","0,09",BRC0059G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,04",BRC0059G,Nome não encontrado
Tiamina,mg,traços,traços,BRC0059G,Nome não encontrado
Riboflavina,mg,"0,20","0,04",BRC0059G,Nome não encontrado
Niacina,mg,traços,traços,BRC0059G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0059G,Nome não encontrado
Vitamina B12,mcg,"2,45","0,49",BRC0059G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0059G,Nome não encontrado
Equivalente de folato,mcg,"7,51","1,50",BRC0059G,Nome não encontrado
Sal de adição,g,,,BRC0059G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0059G,Nome não encontrado
Gordura de adição,g,,,BRC0059G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0059G,Nome não encontrado
Proteína animal,g,"23,8","4,77",BRC0059G,Nome não encontrado
