componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1867,298,BRC0079R,Nome não encontrado
Energia,kcal,443,70,BRC0079R,Nome não encontrado
Umidade,g,"3,92","0,63",BRC0079R,Nome não encontrado
Carboidrato total,g,"79,8","12,8",BRC0079R,Nome não encontrado
Carboidrato disponível,g,"77,3","12,4",BRC0079R,Nome não encontrado
Proteína,g,"2,22","0,36",BRC0079R,Nome não encontrado
Lipídios,g,"13,4","2,14",BRC0079R,Nome não encontrado
Fibra alimentar,g,"2,52","0,40",BRC0079R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0079R,Nome não encontrado
Cinzas,g,"0,67","0,11",BRC0079R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0079R,Nome não encontrado
Ácidos graxos saturados,g,"3,00","0,48",BRC0079R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,90","0,78",BRC0079R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,40","0,22",BRC0079R,Nome não encontrado
Ácidos graxos trans,g,"3,44","0,55",BRC0079R,Nome não encontrado
Cálcio,mg,"30,9","4,94",BRC0079R,Nome não encontrado
Ferro,mg,"0,86","0,14",BRC0079R,Nome não encontrado
Sódio,mg,222,"35,7",BRC0079R,Nome não encontrado
Magnésio,mg,"8,50","1,36",BRC0079R,Nome não encontrado
Fósforo,mg,"44,6","7,14",BRC0079R,Nome não encontrado
Potássio,mg,"55,3","8,85",BRC0079R,Nome não encontrado
Manganês,mg,"0,06","0,01",BRC0079R,Nome não encontrado
Zinco,mg,"0,24","0,04",BRC0079R,Nome não encontrado
Cobre,mg,"0,03","0,00",BRC0079R,Nome não encontrado
Selênio,mcg,"0,72","0,12",BRC0079R,Nome não encontrado
Vitamina A (RE),mcg,136,"21,9",BRC0079R,Nome não encontrado
Vitamina A (RAE),mcg,"68,3","10,9",BRC0079R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0079R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,80","0,13",BRC0079R,Nome não encontrado
Tiamina,mg,"0,13","0,02",BRC0079R,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0079R,Nome não encontrado
Niacina,mg,traços,traços,BRC0079R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0079R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0079R,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0079R,Nome não encontrado
Equivalente de folato,mcg,"83,1","13,3",BRC0079R,Nome não encontrado
Sal de adição,g,,,BRC0079R,Nome não encontrado
Açúcar de adição,g,,,BRC0079R,Nome não encontrado
Gordura de adição,g,,,BRC0079R,Nome não encontrado
Proteína vegetal,g,,,BRC0079R,Nome não encontrado
Proteína animal,g,,,BRC0079R,Nome não encontrado
