componente,unidade,Valor por 100g,Colher servir cheia (70 g),Colher servir rasa (50 g),codigo_alimento,nome_alimento
Energia,kJ,451,315,225,BRC0687B,Nome não encontrado
Energia,kcal,107,75,53,BRC0687B,Nome não encontrado
Umidade,g,"77,1","53,9","38,5",BRC0687B,Nome não encontrado
Carboidrato total,g,"10,1","7,09","5,06",BRC0687B,Nome não encontrado
Carboidrato disponível,g,"9,16","6,41","4,58",BRC0687B,Nome não encontrado
Proteína,g,"7,13","4,99","3,57",BRC0687B,Nome não encontrado
Lipídios,g,"4,48","3,13","2,24",BRC0687B,Nome não encontrado
Fibra alimentar,g,"0,96","0,67","0,48",BRC0687B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0687B,Nome não encontrado
Cinzas,g,"1,22","0,85","0,61",BRC0687B,Nome não encontrado
Colesterol,mg,"48,1","33,6","24,0",BRC0687B,Nome não encontrado
Ácidos graxos saturados,g,"2,41","1,68","1,20",BRC0687B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,06","0,74","0,53",BRC0687B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38","0,27","0,19",BRC0687B,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,09","0,06",BRC0687B,Nome não encontrado
Cálcio,mg,132,"92,8","66,3",BRC0687B,Nome não encontrado
Ferro,mg,"0,55","0,39","0,28",BRC0687B,Nome não encontrado
Sódio,mg,268,187,134,BRC0687B,Nome não encontrado
Magnésio,mg,"10,8","7,55","5,39",BRC0687B,Nome não encontrado
Fósforo,mg,131,"92,2","65,9",BRC0687B,Nome não encontrado
Potássio,mg,165,115,"82,6",BRC0687B,Nome não encontrado
Manganês,mg,"0,07","0,05","0,04",BRC0687B,Nome não encontrado
Zinco,mg,"0,86","0,60","0,43",BRC0687B,Nome não encontrado
Cobre,mg,"0,10","0,07","0,05",BRC0687B,Nome não encontrado
Selênio,mcg,"0,24","0,17","0,12",BRC0687B,Nome não encontrado
Vitamina A (RE),mcg,"9,08","6,35","4,54",BRC0687B,Nome não encontrado
Vitamina A (RAE),mcg,"5,55","3,89","2,78",BRC0687B,Nome não encontrado
Vitamina D,mcg,"0,02","0,01","0,01",BRC0687B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,36","0,25","0,18",BRC0687B,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0687B,Nome não encontrado
Riboflavina,mg,"0,03","0,02","0,02",BRC0687B,Nome não encontrado
Niacina,mg,"0,97","0,68","0,48",BRC0687B,Nome não encontrado
Vitamina B6,mg,"0,07","0,05","0,03",BRC0687B,Nome não encontrado
Vitamina B12,mcg,"0,61","0,42","0,30",BRC0687B,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0687B,Nome não encontrado
Equivalente de folato,mcg,"17,2","12,1","8,61",BRC0687B,Nome não encontrado
Sal de adição,g,"0,47","0,33","0,24",BRC0687B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0687B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0687B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0687B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0687B,Nome não encontrado
