componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,168,25,BRC0289B,Nome não encontrado
Energia,kcal,40,5,BRC0289B,Nome não encontrado
Umidade,g,"87,5","13,1",BRC0289B,Nome não encontrado
Carboidrato total,g,"9,12","1,37",BRC0289B,Nome não encontrado
Carboidrato disponível,g,"6,15","0,92",BRC0289B,Nome não encontrado
Proteína,g,"1,79","0,27",BRC0289B,Nome não encontrado
Lipídios,g,"0,26","0,04",BRC0289B,Nome não encontrado
Fibra alimentar,g,"2,97","0,45",BRC0289B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0289B,Nome não encontrado
Cinzas,g,"1,34","0,20",BRC0289B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0289B,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,01",BRC0289B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,00",BRC0289B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01",BRC0289B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0289B,Nome não encontrado
Cálcio,mg,"13,2","1,98",BRC0289B,Nome não encontrado
Ferro,mg,"0,46","0,07",BRC0289B,Nome não encontrado
Sódio,mg,285,"42,8",BRC0289B,Nome não encontrado
Magnésio,mg,"11,7","1,75",BRC0289B,Nome não encontrado
Fósforo,mg,"37,8","5,68",BRC0289B,Nome não encontrado
Potássio,mg,236,"35,5",BRC0289B,Nome não encontrado
Manganês,mg,"0,25","0,04",BRC0289B,Nome não encontrado
Zinco,mg,"0,17","0,03",BRC0289B,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0289B,Nome não encontrado
Selênio,mcg,"0,23","0,03",BRC0289B,Nome não encontrado
Vitamina A (RE),mcg,"18,7","2,80",BRC0289B,Nome não encontrado
Vitamina A (RAE),mcg,"9,35","1,40",BRC0289B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0289B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,76","0,11",BRC0289B,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0289B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0289B,Nome não encontrado
Niacina,mg,traços,traços,BRC0289B,Nome não encontrado
Vitamina B6,mg,"0,12","0,02",BRC0289B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0289B,Nome não encontrado
Vitamina C,mg,"3,93","0,59",BRC0289B,Nome não encontrado
Equivalente de folato,mcg,"14,1","2,12",BRC0289B,Nome não encontrado
Sal de adição,g,"0,47","0,07",BRC0289B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0289B,Nome não encontrado
Gordura de adição,g,-,-,BRC0289B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0289B,Nome não encontrado
Proteína animal,g,-,-,BRC0289B,Nome não encontrado
