componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,2173,1086,BRC0175K,Nome não encontrado
Energia,kcal,519,259,BRC0175K,Nome não encontrado
Umidade,g,"0,81","0,41",BRC0175K,Nome não encontrado
Carboidrato total,g,"67,7","33,9",BRC0175K,Nome não encontrado
Carboidrato disponível,g,"65,8","32,9",BRC0175K,Nome não encontrado
Proteína,g,"4,50","2,25",BRC0175K,Nome não encontrado
Lipídios,g,"26,0","13,0",BRC0175K,Nome não encontrado
Fibra alimentar,g,"1,95","0,98",BRC0175K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0175K,Nome não encontrado
Cinzas,g,"0,95","0,48",BRC0175K,Nome não encontrado
Colesterol,mg,"14,2","7,09",BRC0175K,Nome não encontrado
Ácidos graxos saturados,g,"15,0","7,52",BRC0175K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,59","4,30",BRC0175K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,39",BRC0175K,Nome não encontrado
Ácidos graxos trans,g,"0,23","0,12",BRC0175K,Nome não encontrado
Cálcio,mg,192,"96,0",BRC0175K,Nome não encontrado
Ferro,mg,"1,58","0,79",BRC0175K,Nome não encontrado
Sódio,mg,"77,4","38,7",BRC0175K,Nome não encontrado
Magnésio,mg,"57,4","28,7",BRC0175K,Nome não encontrado
Fósforo,mg,213,106,BRC0175K,Nome não encontrado
Potássio,mg,356,178,BRC0175K,Nome não encontrado
Manganês,mg,"0,30","0,15",BRC0175K,Nome não encontrado
Zinco,mg,"1,07","0,53",BRC0175K,Nome não encontrado
Cobre,mg,"0,32","0,16",BRC0175K,Nome não encontrado
Selênio,mcg,"4,53","2,27",BRC0175K,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0175K,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0175K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0175K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,45","0,22",BRC0175K,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0175K,Nome não encontrado
Riboflavina,mg,"0,22","0,11",BRC0175K,Nome não encontrado
Niacina,mg,,traços,BRC0175K,Nome não encontrado
Vitamina B6,mg,,traços,BRC0175K,Nome não encontrado
Vitamina B12,mcg,"0,76","0,38",BRC0175K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0175K,Nome não encontrado
Equivalente de folato,mcg,"10,9","5,45",BRC0175K,Nome não encontrado
Sal de adição,g,,traços,BRC0175K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0175K,Nome não encontrado
Gordura de adição,g,,traços,BRC0175K,Nome não encontrado
Proteína vegetal,g,,traços,BRC0175K,Nome não encontrado
Proteína animal,g,,traços,BRC0175K,Nome não encontrado
