componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1062,138,BRC0015L,Nome não encontrado
Energia,kcal,255,33,BRC0015L,Nome não encontrado
Umidade,g,"55,4","7,21",BRC0015L,Nome não encontrado
Carboidrato total,g,"24,0","3,12",BRC0015L,Nome não encontrado
Carboidrato disponível,g,"24,0","3,12",BRC0015L,Nome não encontrado
Proteína,g,"1,43","0,19",BRC0015L,Nome não encontrado
Lipídios,g,"17,0","2,21",BRC0015L,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0015L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0015L,Nome não encontrado
Cinzas,g,"2,11","0,27",BRC0015L,Nome não encontrado
Colesterol,mg,"12,6","1,64",BRC0015L,Nome não encontrado
Ácidos graxos saturados,g,"2,47","0,32",BRC0015L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,82","0,50",BRC0015L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,84","1,15",BRC0015L,Nome não encontrado
Ácidos graxos trans,g,-,-,BRC0015L,Nome não encontrado
Cálcio,mg,"14,2","1,84",BRC0015L,Nome não encontrado
Ferro,mg,"0,98","0,13",BRC0015L,Nome não encontrado
Sódio,mg,801,104,BRC0015L,Nome não encontrado
Magnésio,mg,"6,67","0,87",BRC0015L,Nome não encontrado
Fósforo,mg,"22,5","2,92",BRC0015L,Nome não encontrado
Potássio,mg,"89,2","11,6",BRC0015L,Nome não encontrado
Manganês,mg,,,BRC0015L,Nome não encontrado
Zinco,mg,"0,22","0,03",BRC0015L,Nome não encontrado
Cobre,mg,,,BRC0015L,Nome não encontrado
Selênio,mcg,,,BRC0015L,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0015L,Nome não encontrado
Vitamina A (RAE),mcg,"6,79","0,88",BRC0015L,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0015L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,94","0,25",BRC0015L,Nome não encontrado
Tiamina,mg,"1,20","0,16",BRC0015L,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0015L,Nome não encontrado
Niacina,mg,"0,35","0,05",BRC0015L,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0015L,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0015L,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0015L,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0015L,Nome não encontrado
Sal de adição,g,,,BRC0015L,Nome não encontrado
Açúcar de adição,g,,,BRC0015L,Nome não encontrado
Gordura de adição,g,,,BRC0015L,Nome não encontrado
Proteína vegetal,g,,,BRC0015L,Nome não encontrado
Proteína animal,g,,,BRC0015L,Nome não encontrado
