componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1667,233,BRC0040R,Nome não encontrado
Energia,kcal,393,55,BRC0040R,Nome não encontrado
Umidade,g,"2,70","0,38",BRC0040R,Nome não encontrado
Carboidrato total,g,"77,3","10,8",BRC0040R,Nome não encontrado
Carboidrato disponível,g,"76,1","10,7",BRC0040R,Nome não encontrado
Proteína,g,"18,1","2,53",BRC0040R,Nome não encontrado
Lipídios,g,"1,50","0,21",BRC0040R,Nome não encontrado
Fibra alimentar,g,"1,16","0,16",BRC0040R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0040R,Nome não encontrado
Cinzas,g,"0,40","0,06",BRC0040R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0040R,Nome não encontrado
Ácidos graxos saturados,g,"1,50","0,21",BRC0040R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0040R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0040R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0040R,Nome não encontrado
Cálcio,mg,"16,6","2,32",BRC0040R,Nome não encontrado
Ferro,mg,"0,49","0,07",BRC0040R,Nome não encontrado
Sódio,mg,"19,0","2,66",BRC0040R,Nome não encontrado
Magnésio,mg,"8,54","1,20",BRC0040R,Nome não encontrado
Fósforo,mg,"5,39","0,76",BRC0040R,Nome não encontrado
Potássio,mg,"29,2","4,09",BRC0040R,Nome não encontrado
Manganês,mg,"0,07","0,01",BRC0040R,Nome não encontrado
Zinco,mg,"0,11","0,01",BRC0040R,Nome não encontrado
Cobre,mg,"0,24","0,03",BRC0040R,Nome não encontrado
Selênio,mcg,,,BRC0040R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0040R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0040R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0040R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0040R,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0040R,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0040R,Nome não encontrado
Niacina,mg,traços,traços,BRC0040R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0040R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0040R,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0040R,Nome não encontrado
Equivalente de folato,mcg,"2,02","0,28",BRC0040R,Nome não encontrado
Sal de adição,g,,,BRC0040R,Nome não encontrado
Açúcar de adição,g,,,BRC0040R,Nome não encontrado
Gordura de adição,g,,,BRC0040R,Nome não encontrado
Proteína vegetal,g,,,BRC0040R,Nome não encontrado
Proteína animal,g,,,BRC0040R,Nome não encontrado
