componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,259,621,427,BRC0226C,Nome não encontrado
Energia,kcal,61,146,100,BRC0226C,Nome não encontrado
Umidade,g,"84,5",202,139,BRC0226C,Nome não encontrado
Carboidrato total,g,"14,8","35,4","24,4",BRC0226C,Nome não encontrado
Carboidrato disponível,g,"14,6","35,0","24,0",BRC0226C,Nome não encontrado
Proteína,g,"0,37","0,89","0,61",BRC0226C,Nome não encontrado
Lipídios,g,"0,13","0,31","0,21",BRC0226C,Nome não encontrado
Fibra alimentar,g,"0,20","0,48","0,33",BRC0226C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Cinzas,g,"0,22","0,53","0,36",BRC0226C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,06","0,04",BRC0226C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,01","0,00",BRC0226C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,05","0,04",BRC0226C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Cálcio,mg,"11,0","26,4","18,2",BRC0226C,Nome não encontrado
Ferro,mg,"0,25","0,60","0,41",BRC0226C,Nome não encontrado
Sódio,mg,"5,00","12,0","8,25",BRC0226C,Nome não encontrado
Magnésio,mg,"10,00","24,0","16,5",BRC0226C,Nome não encontrado
Fósforo,mg,"14,0","33,6","23,1",BRC0226C,Nome não encontrado
Potássio,mg,104,249,171,BRC0226C,Nome não encontrado
Manganês,mg,,,,BRC0226C,Nome não encontrado
Zinco,mg,"0,07","0,17","0,12",BRC0226C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0226C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Tiamina,mg,"0,02","0,04","0,03",BRC0226C,Nome não encontrado
Riboflavina,mg,"0,02","0,04","0,02",BRC0226C,Nome não encontrado
Niacina,mg,"0,13","0,32","0,22",BRC0226C,Nome não encontrado
Vitamina B6,mg,"0,03","0,08","0,05",BRC0226C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Vitamina C,mg,"25,0","60,0","41,3",BRC0226C,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
Sal de adição,g,,,,BRC0226C,Nome não encontrado
Açúcar de adição,g,,,,BRC0226C,Nome não encontrado
Gordura de adição,g,,,,BRC0226C,Nome não encontrado
Proteína vegetal,g,"0,37","0,89","0,61",BRC0226C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0226C,Nome não encontrado
