componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,131,BRC0294C,Nome não encontrado
Energia,kcal,31,BRC0294C,Nome não encontrado
Umidade,g,"90,6",BRC0294C,Nome não encontrado
Carboidrato total,g,"7,23",BRC0294C,Nome não encontrado
Carboidrato disponível,g,"3,63",BRC0294C,Nome não encontrado
Proteína,g,"0,72",BRC0294C,Nome não encontrado
Lipídios,g,"0,75",BRC0294C,Nome não encontrado
Fibra alimentar,g,"3,60",BRC0294C,Nome não encontrado
Álcool,g,"0,00",BRC0294C,Nome não encontrado
Cinzas,g,"0,67",BRC0294C,Nome não encontrado
Colesterol,mg,"0,00",BRC0294C,Nome não encontrado
Ácidos graxos saturados,g,"0,21",BRC0294C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,15",BRC0294C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12",BRC0294C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0294C,Nome não encontrado
Cálcio,mg,"12,5",BRC0294C,Nome não encontrado
Ferro,mg,"0,42",BRC0294C,Nome não encontrado
Sódio,mg,"0,13",BRC0294C,Nome não encontrado
Magnésio,mg,"12,1",BRC0294C,Nome não encontrado
Fósforo,mg,"0,00",BRC0294C,Nome não encontrado
Potássio,mg,356,BRC0294C,Nome não encontrado
Manganês,mg,"0,00",BRC0294C,Nome não encontrado
Zinco,mg,traços,BRC0294C,Nome não encontrado
Cobre,mg,"0,00",BRC0294C,Nome não encontrado
Selênio,mcg,,BRC0294C,Nome não encontrado
Vitamina A (RE),mcg,,BRC0294C,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0294C,Nome não encontrado
Vitamina D,mcg,,BRC0294C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0294C,Nome não encontrado
Tiamina,mg,"0,07",BRC0294C,Nome não encontrado
Riboflavina,mg,"0,04",BRC0294C,Nome não encontrado
Niacina,mg,traços,BRC0294C,Nome não encontrado
Vitamina B6,mg,"0,03",BRC0294C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0294C,Nome não encontrado
Vitamina C,mg,"10,4",BRC0294C,Nome não encontrado
Equivalente de folato,mcg,"6,33",BRC0294C,Nome não encontrado
Sal de adição,g,"0,00",BRC0294C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0294C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0294C,Nome não encontrado
Proteína vegetal,g,"0,72",BRC0294C,Nome não encontrado
Proteína animal,g,"0,00",BRC0294C,Nome não encontrado
