componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,854,426,BRC0235C,Nome não encontrado
Energia,kcal,207,103,BRC0235C,Nome não encontrado
Umidade,g,"59,0","29,5",BRC0235C,Nome não encontrado
Carboidrato total,g,"22,4","11,2",BRC0235C,Nome não encontrado
Carboidrato disponível,g,"7,41","3,71",BRC0235C,Nome não encontrado
Proteína,g,"2,19","1,10",BRC0235C,Nome não encontrado
Lipídios,g,"15,4","7,71",BRC0235C,Nome não encontrado
Fibra alimentar,g,"15,0","7,50",BRC0235C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0235C,Nome não encontrado
Cinzas,g,"0,98","0,49",BRC0235C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0235C,Nome não encontrado
Ácidos graxos saturados,g,"4,16","2,08",BRC0235C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"14,4","7,22",BRC0235C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,20",BRC0235C,Nome não encontrado
Ácidos graxos trans,g,,traços,BRC0235C,Nome não encontrado
Cálcio,mg,132,"66,0",BRC0235C,Nome não encontrado
Ferro,mg,"1,11","0,56",BRC0235C,Nome não encontrado
Sódio,mg,"7,00","3,50",BRC0235C,Nome não encontrado
Magnésio,mg,"31,0","15,5",BRC0235C,Nome não encontrado
Fósforo,mg,"4,00","2,00",BRC0235C,Nome não encontrado
Potássio,mg,218,109,BRC0235C,Nome não encontrado
Manganês,mg,"6,06","3,03",BRC0235C,Nome não encontrado
Zinco,mg,"0,77","0,39",BRC0235C,Nome não encontrado
Cobre,mg,"0,11","0,05",BRC0235C,Nome não encontrado
Selênio,mcg,"30,0","15,0",BRC0235C,Nome não encontrado
Vitamina A (RE),mcg,2408,1204,BRC0235C,Nome não encontrado
Vitamina A (RAE),mcg,1204,602,BRC0235C,Nome não encontrado
Vitamina D,mcg,,traços,BRC0235C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"19,6","9,81",BRC0235C,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0235C,Nome não encontrado
Riboflavina,mg,"0,05","0,02",BRC0235C,Nome não encontrado
Niacina,mg,"8,43","4,22",BRC0235C,Nome não encontrado
Vitamina B6,mg,"0,07","0,03",BRC0235C,Nome não encontrado
Vitamina B12,mcg,,traços,BRC0235C,Nome não encontrado
Vitamina C,mg,"37,9","18,9",BRC0235C,Nome não encontrado
Equivalente de folato,mcg,,traços,BRC0235C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0235C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0235C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0235C,Nome não encontrado
Proteína vegetal,g,"2,19","1,10",BRC0235C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0235C,Nome não encontrado
