componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,588,BRC0285T,Nome não encontrado
Energia,kcal,141,BRC0285T,Nome não encontrado
Umidade,g,"75,4",BRC0285T,Nome não encontrado
Carboidrato total,g,"11,0",BRC0285T,Nome não encontrado
Carboidrato disponível,g,"10,5",BRC0285T,Nome não encontrado
Proteína,g,"3,76",BRC0285T,Nome não encontrado
Lipídios,g,"9,23",BRC0285T,Nome não encontrado
Fibra alimentar,g,"0,49",BRC0285T,Nome não encontrado
Álcool,g,"0,00",BRC0285T,Nome não encontrado
Cinzas,g,"0,60",BRC0285T,Nome não encontrado
Colesterol,mg,"0,00",BRC0285T,Nome não encontrado
Ácidos graxos saturados,g,"1,41",BRC0285T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,07",BRC0285T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,11",BRC0285T,Nome não encontrado
Ácidos graxos trans,g,"0,06",BRC0285T,Nome não encontrado
Cálcio,mg,"21,1",BRC0285T,Nome não encontrado
Ferro,mg,"0,95",BRC0285T,Nome não encontrado
Sódio,mg,"68,1",BRC0285T,Nome não encontrado
Magnésio,mg,"20,9",BRC0285T,Nome não encontrado
Fósforo,mg,"72,4",BRC0285T,Nome não encontrado
Potássio,mg,157,BRC0285T,Nome não encontrado
Manganês,mg,"0,21",BRC0285T,Nome não encontrado
Zinco,mg,"0,40",BRC0285T,Nome não encontrado
Cobre,mg,"0,14",BRC0285T,Nome não encontrado
Selênio,mcg,"0,59",BRC0285T,Nome não encontrado
Vitamina A (RE),mcg,"0,00",BRC0285T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00",BRC0285T,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0285T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,13",BRC0285T,Nome não encontrado
Tiamina,mg,"0,02",BRC0285T,Nome não encontrado
Riboflavina,mg,traços,BRC0285T,Nome não encontrado
Niacina,mg,"0,07",BRC0285T,Nome não encontrado
Vitamina B6,mg,traços,BRC0285T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0285T,Nome não encontrado
Vitamina C,mg,traços,BRC0285T,Nome não encontrado
Equivalente de folato,mcg,"52,7",BRC0285T,Nome não encontrado
Sal de adição,g,"0,00",BRC0285T,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0285T,Nome não encontrado
Gordura de adição,g,-,BRC0285T,Nome não encontrado
Proteína vegetal,g,-,BRC0285T,Nome não encontrado
Proteína animal,g,-,BRC0285T,Nome não encontrado
