componente,unidade,Valor por 100g,Porção Média (200 g),codigo_alimento,nome_alimento
Energia,kJ,234,467,BRC0185C,Nome não encontrado
Energia,kcal,57,113,BRC0185C,Nome não encontrado
Umidade,g,"88,7",177,BRC0185C,Nome não encontrado
Carboidrato total,g,"5,62","11,2",BRC0185C,Nome não encontrado
Carboidrato disponível,g,"0,71","1,41",BRC0185C,Nome não encontrado
Proteína,g,"0,78","1,55",BRC0185C,Nome não encontrado
Lipídios,g,"4,58","9,16",BRC0185C,Nome não encontrado
Fibra alimentar,g,"4,91","9,82",BRC0185C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0185C,Nome não encontrado
Cinzas,g,"0,31","0,62",BRC0185C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0185C,Nome não encontrado
Ácidos graxos saturados,g,"0,72","1,44",BRC0185C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,21","4,41",BRC0185C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,34","0,68",BRC0185C,Nome não encontrado
Ácidos graxos trans,g,,,BRC0185C,Nome não encontrado
Cálcio,mg,"27,8","55,6",BRC0185C,Nome não encontrado
Ferro,mg,"0,74","1,47",BRC0185C,Nome não encontrado
Sódio,mg,"2,97","5,94",BRC0185C,Nome não encontrado
Magnésio,mg,"17,0","34,0",BRC0185C,Nome não encontrado
Fósforo,mg,"16,4","32,8",BRC0185C,Nome não encontrado
Potássio,mg,128,257,BRC0185C,Nome não encontrado
Manganês,mg,"6,15","12,3",BRC0185C,Nome não encontrado
Zinco,mg,"0,29","0,58",BRC0185C,Nome não encontrado
Cobre,mg,"0,16","0,32",BRC0185C,Nome não encontrado
Selênio,mcg,"0,57","1,14",BRC0185C,Nome não encontrado
Vitamina A (RE),mcg,"26,2","52,3",BRC0185C,Nome não encontrado
Vitamina A (RAE),mcg,"13,1","26,2",BRC0185C,Nome não encontrado
Vitamina D,mcg,,,BRC0185C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"13,5","27,0",BRC0185C,Nome não encontrado
Tiamina,mg,traços,,BRC0185C,Nome não encontrado
Riboflavina,mg,"0,04","0,08",BRC0185C,Nome não encontrado
Niacina,mg,traços,,BRC0185C,Nome não encontrado
Vitamina B6,mg,"0,07","0,14",BRC0185C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0185C,Nome não encontrado
Vitamina C,mg,"38,4","76,8",BRC0185C,Nome não encontrado
Equivalente de folato,mcg,,,BRC0185C,Nome não encontrado
Sal de adição,g,,,BRC0185C,Nome não encontrado
Açúcar de adição,g,,,BRC0185C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0185C,Nome não encontrado
Proteína vegetal,g,"0,78","1,55",BRC0185C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0185C,Nome não encontrado
