componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,374,205,BRC0334N,Nome não encontrado
Energia,kcal,89,48,BRC0334N,Nome não encontrado
Umidade,g,"78,6","43,2",BRC0334N,Nome não encontrado
Carboidrato total,g,"7,65","4,21",BRC0334N,Nome não encontrado
Carboidrato disponível,g,"5,53","3,04",BRC0334N,Nome não encontrado
Proteína,g,"10,7","5,86",BRC0334N,Nome não encontrado
Lipídios,g,"2,21","1,22",BRC0334N,Nome não encontrado
Fibra alimentar,g,"2,12","1,17",BRC0334N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0334N,Nome não encontrado
Cinzas,g,"0,91","0,50",BRC0334N,Nome não encontrado
Colesterol,mg,"17,6","9,67",BRC0334N,Nome não encontrado
Ácidos graxos saturados,g,"0,92","0,50",BRC0334N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,90","0,49",BRC0334N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,06",BRC0334N,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03",BRC0334N,Nome não encontrado
Cálcio,mg,"11,1","6,09",BRC0334N,Nome não encontrado
Ferro,mg,"1,10","0,61",BRC0334N,Nome não encontrado
Sódio,mg,119,"65,9",BRC0334N,Nome não encontrado
Magnésio,mg,"14,0","7,69",BRC0334N,Nome não encontrado
Fósforo,mg,"80,5","44,3",BRC0334N,Nome não encontrado
Potássio,mg,202,111,BRC0334N,Nome não encontrado
Manganês,mg,"0,14","0,08",BRC0334N,Nome não encontrado
Zinco,mg,"2,37","1,30",BRC0334N,Nome não encontrado
Cobre,mg,"0,16","0,09",BRC0334N,Nome não encontrado
Selênio,mcg,"0,76","0,42",BRC0334N,Nome não encontrado
Vitamina A (RE),mcg,"80,9","44,5",BRC0334N,Nome não encontrado
Vitamina A (RAE),mcg,"41,0","22,5",BRC0334N,Nome não encontrado
Vitamina D,mcg,"0,09","0,05",BRC0334N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,19","0,66",BRC0334N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0334N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0334N,Nome não encontrado
Niacina,mg,"1,07","0,59",BRC0334N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0334N,Nome não encontrado
Vitamina B12,mcg,"0,41","0,22",BRC0334N,Nome não encontrado
Vitamina C,mg,"4,35","2,39",BRC0334N,Nome não encontrado
Equivalente de folato,mcg,"17,8","9,77",BRC0334N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0334N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0334N,Nome não encontrado
Gordura de adição,g,-,-,BRC0334N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0334N,Nome não encontrado
Proteína animal,g,-,-,BRC0334N,Nome não encontrado
