componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,673,BRC0509E,Nome não encontrado
Energia,kcal,160,BRC0509E,Nome não encontrado
Umidade,g,"66,6",BRC0509E,Nome não encontrado
Carboidrato total,g,"0,00",BRC0509E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0509E,Nome não encontrado
Proteína,g,"24,7",BRC0509E,Nome não encontrado
Lipídios,g,"6,83",BRC0509E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0509E,Nome não encontrado
Álcool,g,"0,00",BRC0509E,Nome não encontrado
Cinzas,g,"1,77",BRC0509E,Nome não encontrado
Colesterol,mg,"41,7",BRC0509E,Nome não encontrado
Ácidos graxos saturados,g,"1,04",BRC0509E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,88",BRC0509E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,90",BRC0509E,Nome não encontrado
Ácidos graxos trans,g,"0,04",BRC0509E,Nome não encontrado
Cálcio,mg,"15,9",BRC0509E,Nome não encontrado
Ferro,mg,traços,BRC0509E,Nome não encontrado
Sódio,mg,256,BRC0509E,Nome não encontrado
Magnésio,mg,"28,7",BRC0509E,Nome não encontrado
Fósforo,mg,192,BRC0509E,Nome não encontrado
Potássio,mg,281,BRC0509E,Nome não encontrado
Manganês,mg,"0,02",BRC0509E,Nome não encontrado
Zinco,mg,"0,76",BRC0509E,Nome não encontrado
Cobre,mg,"0,08",BRC0509E,Nome não encontrado
Selênio,mcg,,BRC0509E,Nome não encontrado
Vitamina A (RE),mcg,traços,BRC0509E,Nome não encontrado
Vitamina A (RAE),mcg,traços,BRC0509E,Nome não encontrado
Vitamina D,mcg,,BRC0509E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06",BRC0509E,Nome não encontrado
Tiamina,mg,"0,04",BRC0509E,Nome não encontrado
Riboflavina,mg,"0,04",BRC0509E,Nome não encontrado
Niacina,mg,"2,29",BRC0509E,Nome não encontrado
Vitamina B6,mg,"0,13",BRC0509E,Nome não encontrado
Vitamina B12,mcg,"1,38",BRC0509E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0509E,Nome não encontrado
Equivalente de folato,mcg,,BRC0509E,Nome não encontrado
Sal de adição,g,"0,00",BRC0509E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0509E,Nome não encontrado
Gordura de adição,g,-,BRC0509E,Nome não encontrado
Proteína vegetal,g,-,BRC0509E,Nome não encontrado
Proteína animal,g,-,BRC0509E,Nome não encontrado
