componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,269,646,444,BRC0112C,Nome não encontrado
Energia,kcal,64,152,104,BRC0112C,Nome não encontrado
Umidade,g,"83,2",199,137,BRC0112C,Nome não encontrado
Carboidrato total,g,"15,4","36,9","25,4",BRC0112C,Nome não encontrado
Carboidrato disponível,g,"14,3","34,3","23,6",BRC0112C,Nome não encontrado
Proteína,g,"0,60","1,44","0,99",BRC0112C,Nome não encontrado
Lipídios,g,"0,21","0,50","0,34",BRC0112C,Nome não encontrado
Fibra alimentar,g,"1,08","2,59","1,78",BRC0112C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0112C,Nome não encontrado
Cinzas,g,"0,45","1,07","0,74",BRC0112C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0112C,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,07","0,05",BRC0112C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,03","0,02",BRC0112C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,17","0,12",BRC0112C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0112C,Nome não encontrado
Cálcio,mg,"8,83","21,2","14,6",BRC0112C,Nome não encontrado
Ferro,mg,"0,29","0,70","0,48",BRC0112C,Nome não encontrado
Sódio,mg,"6,79","16,3","11,2",BRC0112C,Nome não encontrado
Magnésio,mg,"9,17","22,0","15,1",BRC0112C,Nome não encontrado
Fósforo,mg,"8,42","20,2","13,9",BRC0112C,Nome não encontrado
Potássio,mg,145,350,240,BRC0112C,Nome não encontrado
Manganês,mg,"0,60","1,45","1,00",BRC0112C,Nome não encontrado
Zinco,mg,"0,10","0,24","0,16",BRC0112C,Nome não encontrado
Cobre,mg,"0,07","0,16","0,11",BRC0112C,Nome não encontrado
Selênio,mcg,"0,31","0,75","0,51",BRC0112C,Nome não encontrado
Vitamina A (RE),mcg,"1,66","3,99","2,75",BRC0112C,Nome não encontrado
Vitamina A (RAE),mcg,"0,83","2,00","1,37",BRC0112C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0112C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,14","0,10",BRC0112C,Nome não encontrado
Tiamina,mg,"0,07","0,16","0,11",BRC0112C,Nome não encontrado
Riboflavina,mg,"0,01","0,02","0,01",BRC0112C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0112C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0112C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0112C,Nome não encontrado
Vitamina C,mg,"16,7","40,0","27,5",BRC0112C,Nome não encontrado
Equivalente de folato,mcg,"8,06","19,3","13,3",BRC0112C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0112C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0112C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0112C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0112C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0112C,Nome não encontrado
