componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,473,BRC0541E,Nome não encontrado
Energia,kcal,112,BRC0541E,Nome não encontrado
Umidade,g,"76,2",BRC0541E,Nome não encontrado
Carboidrato total,g,-,BRC0541E,Nome não encontrado
Carboidrato disponível,g,-,BRC0541E,Nome não encontrado
Proteína,g,"17,2",BRC0541E,Nome não encontrado
Lipídios,g,"4,26",BRC0541E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0541E,Nome não encontrado
Álcool,g,"0,00",BRC0541E,Nome não encontrado
Cinzas,g,"2,33",BRC0541E,Nome não encontrado
Colesterol,mg,"93,1",BRC0541E,Nome não encontrado
Ácidos graxos saturados,g,"0,75",BRC0541E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,96",BRC0541E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,37",BRC0541E,Nome não encontrado
Ácidos graxos trans,g,"0,03",BRC0541E,Nome não encontrado
Cálcio,mg,"87,5",BRC0541E,Nome não encontrado
Ferro,mg,"0,48",BRC0541E,Nome não encontrado
Sódio,mg,558,BRC0541E,Nome não encontrado
Magnésio,mg,"34,6",BRC0541E,Nome não encontrado
Fósforo,mg,224,BRC0541E,Nome não encontrado
Potássio,mg,248,BRC0541E,Nome não encontrado
Manganês,mg,"0,07",BRC0541E,Nome não encontrado
Zinco,mg,"3,66",BRC0541E,Nome não encontrado
Cobre,mg,"0,79",BRC0541E,Nome não encontrado
Selênio,mcg,"41,1",BRC0541E,Nome não encontrado
Vitamina A (RE),mcg,,BRC0541E,Nome não encontrado
Vitamina A (RAE),mcg,"0,96",BRC0541E,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0541E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,82",BRC0541E,Nome não encontrado
Tiamina,mg,"0,02",BRC0541E,Nome não encontrado
Riboflavina,mg,"0,09",BRC0541E,Nome não encontrado
Niacina,mg,"2,64",BRC0541E,Nome não encontrado
Vitamina B6,mg,"0,15",BRC0541E,Nome não encontrado
Vitamina B12,mcg,"3,20",BRC0541E,Nome não encontrado
Vitamina C,mg,"3,17",BRC0541E,Nome não encontrado
Equivalente de folato,mcg,"49,0",BRC0541E,Nome não encontrado
Sal de adição,g,"0,00",BRC0541E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0541E,Nome não encontrado
Gordura de adição,g,-,BRC0541E,Nome não encontrado
Proteína vegetal,g,-,BRC0541E,Nome não encontrado
Proteína animal,g,-,BRC0541E,Nome não encontrado
