componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,359,861,592,BRC0002G,Nome não encontrado
Energia,kcal,85,204,140,BRC0002G,Nome não encontrado
Umidade,g,"81,0",194,133,BRC0002G,Nome não encontrado
Carboidrato total,g,"13,2","31,7","21,8",BRC0002G,Nome não encontrado
Carboidrato disponível,g,"13,2","31,7","21,8",BRC0002G,Nome não encontrado
Proteína,g,"2,70","6,48","4,46",BRC0002G,Nome não encontrado
Lipídios,g,"2,40","5,76","3,96",BRC0002G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00","0,00",BRC0002G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0002G,Nome não encontrado
Cinzas,g,"0,70","1,68","1,16",BRC0002G,Nome não encontrado
Colesterol,mg,"6,76","16,2","11,2",BRC0002G,Nome não encontrado
Ácidos graxos saturados,g,"1,39","3,32","2,29",BRC0002G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,76","1,81","1,25",BRC0002G,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0002G,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,18","0,13",BRC0002G,Nome não encontrado
Cálcio,mg,136,328,225,BRC0002G,Nome não encontrado
Ferro,mg,traços,traços,traços,BRC0002G,Nome não encontrado
Sódio,mg,"71,4",171,117,BRC0002G,Nome não encontrado
Magnésio,mg,"13,3","31,8","21,9",BRC0002G,Nome não encontrado
Fósforo,mg,"97,4",233,160,BRC0002G,Nome não encontrado
Potássio,mg,"96,1",230,158,BRC0002G,Nome não encontrado
Manganês,mg,traços,traços,traços,BRC0002G,Nome não encontrado
Zinco,mg,"0,38","0,90","0,62",BRC0002G,Nome não encontrado
Cobre,mg,"0,03","0,07","0,05",BRC0002G,Nome não encontrado
Selênio,mcg,,,,BRC0002G,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0002G,Nome não encontrado
Vitamina A (RAE),mcg,222,535,367,BRC0002G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0002G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,24","0,17",BRC0002G,Nome não encontrado
Tiamina,mg,"0,04","0,10","0,07",BRC0002G,Nome não encontrado
Riboflavina,mg,"0,21","0,51","0,35",BRC0002G,Nome não encontrado
Niacina,mg,"0,51","1,22","0,84",BRC0002G,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0002G,Nome não encontrado
Vitamina B12,mcg,"0,38","0,91","0,63",BRC0002G,Nome não encontrado
Vitamina C,mg,"3,17","7,61","5,23",BRC0002G,Nome não encontrado
Equivalente de folato,mcg,"7,34","17,6","12,1",BRC0002G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0002G,Nome não encontrado
Açúcar de adição,g,,,,BRC0002G,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0002G,Nome não encontrado
Proteína vegetal,g,,,,BRC0002G,Nome não encontrado
Proteína animal,g,,,,BRC0002G,Nome não encontrado
