componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,418,418,BRC0669A,Nome não encontrado
Energia,kcal,99,99,BRC0669A,Nome não encontrado
Umidade,g,"74,6","74,6",BRC0669A,Nome não encontrado
Carboidrato total,g,"19,8","19,8",BRC0669A,Nome não encontrado
Carboidrato disponível,g,"17,3","17,3",BRC0669A,Nome não encontrado
Proteína,g,"3,36","3,36",BRC0669A,Nome não encontrado
Lipídios,g,"1,27","1,27",BRC0669A,Nome não encontrado
Fibra alimentar,g,"2,41","2,41",BRC0669A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0669A,Nome não encontrado
Cinzas,g,"0,89","0,89",BRC0669A,Nome não encontrado
Colesterol,mg,"3,62","3,62",BRC0669A,Nome não encontrado
Ácidos graxos saturados,g,"0,34","0,34",BRC0669A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,45",BRC0669A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52","0,52",BRC0669A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0669A,Nome não encontrado
Cálcio,mg,"2,55","2,55",BRC0669A,Nome não encontrado
Ferro,mg,"1,53","1,53",BRC0669A,Nome não encontrado
Sódio,mg,435,435,BRC0669A,Nome não encontrado
Magnésio,mg,"6,01","6,01",BRC0669A,Nome não encontrado
Fósforo,mg,"27,8","27,8",BRC0669A,Nome não encontrado
Potássio,mg,161,161,BRC0669A,Nome não encontrado
Manganês,mg,"0,10","0,10",BRC0669A,Nome não encontrado
Zinco,mg,"0,44","0,44",BRC0669A,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0669A,Nome não encontrado
Selênio,mcg,"1,28","1,28",BRC0669A,Nome não encontrado
Vitamina A (RE),mcg,"15,1","15,1",BRC0669A,Nome não encontrado
Vitamina A (RAE),mcg,"7,61","7,61",BRC0669A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0669A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,64","0,64",BRC0669A,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0669A,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0669A,Nome não encontrado
Niacina,mg,"0,20","0,20",BRC0669A,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0669A,Nome não encontrado
Vitamina B12,mcg,"0,16","0,16",BRC0669A,Nome não encontrado
Vitamina C,mg,"0,50","0,50",BRC0669A,Nome não encontrado
Equivalente de folato,mcg,"53,2","53,2",BRC0669A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0669A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0669A,Nome não encontrado
Gordura de adição,g,-,-,BRC0669A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0669A,Nome não encontrado
Proteína animal,g,-,-,BRC0669A,Nome não encontrado
