componente,unidade,Valor por 100g,Porção Média (45 g),codigo_alimento,nome_alimento
Energia,kJ,1489,670,BRC0486A,Nome não encontrado
Energia,kcal,352,158,BRC0486A,Nome não encontrado
Umidade,g,"15,0","6,76",BRC0486A,Nome não encontrado
Carboidrato total,g,"71,2","32,0",BRC0486A,Nome não encontrado
Carboidrato disponível,g,"69,5","31,3",BRC0486A,Nome não encontrado
Proteína,g,"7,77","3,50",BRC0486A,Nome não encontrado
Lipídios,g,"4,36","1,96",BRC0486A,Nome não encontrado
Fibra alimentar,g,"1,70","0,77",BRC0486A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0486A,Nome não encontrado
Cinzas,g,"1,62","0,73",BRC0486A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0486A,Nome não encontrado
Ácidos graxos saturados,g,"1,19","0,53",BRC0486A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,04","0,47",BRC0486A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,31","0,59",BRC0486A,Nome não encontrado
Ácidos graxos trans,g,"0,58","0,26",BRC0486A,Nome não encontrado
Cálcio,mg,"15,1","6,80",BRC0486A,Nome não encontrado
Ferro,mg,"3,90","1,75",BRC0486A,Nome não encontrado
Sódio,mg,617,277,BRC0486A,Nome não encontrado
Magnésio,mg,"25,1","11,3",BRC0486A,Nome não encontrado
Fósforo,mg,"85,4","38,4",BRC0486A,Nome não encontrado
Potássio,mg,156,"70,3",BRC0486A,Nome não encontrado
Manganês,mg,"0,11","0,05",BRC0486A,Nome não encontrado
Zinco,mg,"0,19","0,09",BRC0486A,Nome não encontrado
Cobre,mg,"0,12","0,05",BRC0486A,Nome não encontrado
Selênio,mcg,"6,46","2,91",BRC0486A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0486A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0486A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0486A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,11",BRC0486A,Nome não encontrado
Tiamina,mg,"0,28","0,12",BRC0486A,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0486A,Nome não encontrado
Niacina,mg,"0,01","0,01",BRC0486A,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0486A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0486A,Nome não encontrado
Vitamina C,mg,"0,29","0,13",BRC0486A,Nome não encontrado
Equivalente de folato,mcg,112,"50,5",BRC0486A,Nome não encontrado
Sal de adição,g,,,BRC0486A,Nome não encontrado
Açúcar de adição,g,,,BRC0486A,Nome não encontrado
Gordura de adição,g,-,-,BRC0486A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0486A,Nome não encontrado
Proteína animal,g,-,-,BRC0486A,Nome não encontrado
