componente,unidade,Valor por 100g,Porção Média (60 g),codigo_alimento,nome_alimento
Energia,kJ,1009,605,BRC0187F,Nome não encontrado
Energia,kcal,243,145,BRC0187F,Nome não encontrado
Umidade,g,"60,0","36,0",BRC0187F,Nome não encontrado
Carboidrato total,g,"1,00","0,60",BRC0187F,Nome não encontrado
Carboidrato disponível,g,"1,00","0,60",BRC0187F,Nome não encontrado
Proteína,g,"17,0","10,2",BRC0187F,Nome não encontrado
Lipídios,g,"19,0","11,4",BRC0187F,Nome não encontrado
Fibra alimentar,g,,,BRC0187F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0187F,Nome não encontrado
Cinzas,g,"3,00","1,80",BRC0187F,Nome não encontrado
Colesterol,mg,"69,9","41,9",BRC0187F,Nome não encontrado
Ácidos graxos saturados,g,"5,67","3,40",BRC0187F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,95","4,77",BRC0187F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,81","2,29",BRC0187F,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,03",BRC0187F,Nome não encontrado
Cálcio,mg,"12,3","7,38",BRC0187F,Nome não encontrado
Ferro,mg,"0,53","0,32",BRC0187F,Nome não encontrado
Sódio,mg,1277,766,BRC0187F,Nome não encontrado
Magnésio,mg,"21,5","12,9",BRC0187F,Nome não encontrado
Fósforo,mg,206,123,BRC0187F,Nome não encontrado
Potássio,mg,317,190,BRC0187F,Nome não encontrado
Manganês,mg,"0,06","0,04",BRC0187F,Nome não encontrado
Zinco,mg,"0,79","0,47",BRC0187F,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0187F,Nome não encontrado
Selênio,mcg,,,BRC0187F,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0187F,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0187F,Nome não encontrado
Vitamina D,mcg,"0,43","0,26",BRC0187F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,75","3,45",BRC0187F,Nome não encontrado
Tiamina,mg,"0,11","0,07",BRC0187F,Nome não encontrado
Riboflavina,mg,"0,05","0,03",BRC0187F,Nome não encontrado
Niacina,mg,"4,60","2,76",BRC0187F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0187F,Nome não encontrado
Vitamina B12,mcg,"0,49","0,29",BRC0187F,Nome não encontrado
Vitamina C,mg,"0,14","0,08",BRC0187F,Nome não encontrado
Equivalente de folato,mcg,"64,6","38,7",BRC0187F,Nome não encontrado
Sal de adição,g,,,BRC0187F,Nome não encontrado
Açúcar de adição,g,,,BRC0187F,Nome não encontrado
Gordura de adição,g,,,BRC0187F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0187F,Nome não encontrado
Proteína animal,g,"17,0","10,2",BRC0187F,Nome não encontrado
