componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,528,105,BRC0998B,Nome não encontrado
Energia,kcal,127,25,BRC0998B,Nome não encontrado
Umidade,g,"71,7","14,3",BRC0998B,Nome não encontrado
Carboidrato total,g,"9,14","1,83",BRC0998B,Nome não encontrado
Carboidrato disponível,g,"4,08","0,82",BRC0998B,Nome não encontrado
Proteína,g,"11,5","2,29",BRC0998B,Nome não encontrado
Lipídios,g,"6,04","1,21",BRC0998B,Nome não encontrado
Fibra alimentar,g,"5,06","1,01",BRC0998B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0998B,Nome não encontrado
Cinzas,g,"1,66","0,33",BRC0998B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0998B,Nome não encontrado
Ácidos graxos saturados,g,"0,76","0,15",BRC0998B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,47","0,29",BRC0998B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,70","0,54",BRC0998B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0998B,Nome não encontrado
Cálcio,mg,"60,7","12,1",BRC0998B,Nome não encontrado
Ferro,mg,"2,18","0,44",BRC0998B,Nome não encontrado
Sódio,mg,193,"38,7",BRC0998B,Nome não encontrado
Magnésio,mg,"61,6","12,3",BRC0998B,Nome não encontrado
Fósforo,mg,163,"32,8",BRC0998B,Nome não encontrado
Potássio,mg,428,"85,6",BRC0998B,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0998B,Nome não encontrado
Zinco,mg,"1,32","0,26",BRC0998B,Nome não encontrado
Cobre,mg,"0,34","0,07",BRC0998B,Nome não encontrado
Selênio,mcg,"0,79","0,16",BRC0998B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0998B,Nome não encontrado
Vitamina A (RAE),mcg,"14,3","2,85",BRC0998B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0998B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79","0,16",BRC0998B,Nome não encontrado
Tiamina,mg,"0,19","0,04",BRC0998B,Nome não encontrado
Riboflavina,mg,"0,15","0,03",BRC0998B,Nome não encontrado
Niacina,mg,"0,87","0,17",BRC0998B,Nome não encontrado
Vitamina B6,mg,"0,11","0,02",BRC0998B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0998B,Nome não encontrado
Vitamina C,mg,295,"59,2",BRC0998B,Nome não encontrado
Equivalente de folato,mcg,"0,63","0,13",BRC0998B,Nome não encontrado
Sal de adição,g,"0,47","0,09",BRC0998B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0998B,Nome não encontrado
Gordura de adição,g,-,-,BRC0998B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0998B,Nome não encontrado
Proteína animal,g,-,-,BRC0998B,Nome não encontrado
