componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,643,771,BRC0149F,Nome não encontrado
Energia,kcal,154,184,BRC0149F,Nome não encontrado
Umidade,g,"71,3","85,5",BRC0149F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0149F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0149F,Nome não encontrado
Proteína,g,"20,4","24,5",BRC0149F,Nome não encontrado
Lipídios,g,"8,00","9,60",BRC0149F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0149F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0149F,Nome não encontrado
Cinzas,g,"0,35","0,42",BRC0149F,Nome não encontrado
Colesterol,mg,"69,2","83,1",BRC0149F,Nome não encontrado
Ácidos graxos saturados,g,"3,37","4,04",BRC0149F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,28","2,74",BRC0149F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,36",BRC0149F,Nome não encontrado
Ácidos graxos trans,g,"0,42","0,50",BRC0149F,Nome não encontrado
Cálcio,mg,"9,84","11,8",BRC0149F,Nome não encontrado
Ferro,mg,"3,40","4,08",BRC0149F,Nome não encontrado
Sódio,mg,"53,6","64,3",BRC0149F,Nome não encontrado
Magnésio,mg,"26,0","31,2",BRC0149F,Nome não encontrado
Fósforo,mg,189,227,BRC0149F,Nome não encontrado
Potássio,mg,280,336,BRC0149F,Nome não encontrado
Manganês,mg,,,BRC0149F,Nome não encontrado
Zinco,mg,"4,07","4,88",BRC0149F,Nome não encontrado
Cobre,mg,,,BRC0149F,Nome não encontrado
Selênio,mcg,,,BRC0149F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0149F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0149F,Nome não encontrado
Vitamina D,mcg,,,BRC0149F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0149F,Nome não encontrado
Tiamina,mg,"0,13","0,16",BRC0149F,Nome não encontrado
Riboflavina,mg,"0,23","0,28",BRC0149F,Nome não encontrado
Niacina,mg,"6,01","7,21",BRC0149F,Nome não encontrado
Vitamina B6,mg,"0,16","0,19",BRC0149F,Nome não encontrado
Vitamina B12,mcg,"2,62","3,15",BRC0149F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0149F,Nome não encontrado
Equivalente de folato,mcg,"23,0","27,6",BRC0149F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0149F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0149F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0149F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0149F,Nome não encontrado
Proteína animal,g,"20,4","24,5",BRC0149F,Nome não encontrado
