componente,unidade,Valor por 100g,Colher sopa cheia (19 g),Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,124,23,14,BRC0068B,Nome não encontrado
Energia,kcal,29,5,3,BRC0068B,Nome não encontrado
Umidade,g,"91,0","17,3","10,9",BRC0068B,Nome não encontrado
Carboidrato total,g,"6,88","1,31","0,83",BRC0068B,Nome não encontrado
Carboidrato disponível,g,"4,37","0,83","0,52",BRC0068B,Nome não encontrado
Proteína,g,"1,41","0,27","0,17",BRC0068B,Nome não encontrado
Lipídios,g,"0,14","0,03","0,02",BRC0068B,Nome não encontrado
Fibra alimentar,g,"2,51","0,48","0,30",BRC0068B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
Cinzas,g,"0,62","0,12","0,07",BRC0068B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00","0,00",BRC0068B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0068B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,01","0,01",BRC0068B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
Cálcio,mg,"33,6","6,39","4,03",BRC0068B,Nome não encontrado
Ferro,mg,"0,64","0,12","0,08",BRC0068B,Nome não encontrado
Sódio,mg,"1,76","0,33","0,21",BRC0068B,Nome não encontrado
Magnésio,mg,"10,7","2,03","1,28",BRC0068B,Nome não encontrado
Fósforo,mg,"36,5","6,93","4,38",BRC0068B,Nome não encontrado
Potássio,mg,224,"42,6","26,9",BRC0068B,Nome não encontrado
Manganês,mg,"0,10","0,02","0,01",BRC0068B,Nome não encontrado
Zinco,mg,"0,24","0,05","0,03",BRC0068B,Nome não encontrado
Cobre,mg,"0,29","0,05","0,03",BRC0068B,Nome não encontrado
Selênio,mcg,"0,53","0,10","0,06",BRC0068B,Nome não encontrado
Vitamina A (RE),mcg,"16,2","3,07","1,94",BRC0068B,Nome não encontrado
Vitamina A (RAE),mcg,"8,08","1,54","0,97",BRC0068B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,43","0,08","0,05",BRC0068B,Nome não encontrado
Tiamina,mg,"0,06","0,01","0,01",BRC0068B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0068B,Nome não encontrado
Niacina,mg,"0,34","0,06","0,04",BRC0068B,Nome não encontrado
Vitamina B6,mg,"0,08","0,02","0,01",BRC0068B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
Vitamina C,mg,"14,1","2,69","1,70",BRC0068B,Nome não encontrado
Equivalente de folato,mcg,"34,1","6,47","4,09",BRC0068B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
Proteína vegetal,g,"1,41","0,27","0,17",BRC0068B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0068B,Nome não encontrado
