componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,332,331,BRC0071C,Nome não encontrado
Energia,kcal,78,78,BRC0071C,Nome não encontrado
Umidade,g,"79,2","79,2",BRC0071C,Nome não encontrado
Carboidrato total,g,"19,4","19,4",BRC0071C,Nome não encontrado
Carboidrato disponível,g,"17,2","17,2",BRC0071C,Nome não encontrado
Proteína,g,"0,95","0,95",BRC0071C,Nome não encontrado
Lipídios,g,"0,14","0,14",BRC0071C,Nome não encontrado
Fibra alimentar,g,"2,19","2,19",BRC0071C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0071C,Nome não encontrado
Cinzas,g,"0,28","0,28",BRC0071C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0071C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0071C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0071C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0071C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0071C,Nome não encontrado
Cálcio,mg,"12,1","12,1",BRC0071C,Nome não encontrado
Ferro,mg,"0,26","0,26",BRC0071C,Nome não encontrado
Sódio,mg,"0,70","0,70",BRC0071C,Nome não encontrado
Magnésio,mg,"24,6","24,6",BRC0071C,Nome não encontrado
Fósforo,mg,"9,34","9,34",BRC0071C,Nome não encontrado
Potássio,mg,"71,6","71,6",BRC0071C,Nome não encontrado
Manganês,mg,"0,04","0,04",BRC0071C,Nome não encontrado
Zinco,mg,"0,59","0,59",BRC0071C,Nome não encontrado
Cobre,mg,"0,15","0,15",BRC0071C,Nome não encontrado
Selênio,mcg,,,BRC0071C,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0071C,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0071C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0071C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0071C,Nome não encontrado
Tiamina,mg,"0,25","0,25",BRC0071C,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0071C,Nome não encontrado
Niacina,mg,traços,traços,BRC0071C,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0071C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0071C,Nome não encontrado
Vitamina C,mg,"13,6","13,6",BRC0071C,Nome não encontrado
Equivalente de folato,mcg,,,BRC0071C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0071C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0071C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0071C,Nome não encontrado
Proteína vegetal,g,"0,95","0,95",BRC0071C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0071C,Nome não encontrado
