componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1880,469,BRC0784B,Nome não encontrado
Energia,kcal,450,112,BRC0784B,Nome não encontrado
Umidade,g,"15,0","3,75",BRC0784B,Nome não encontrado
Carboidrato total,g,"51,1","12,8",BRC0784B,Nome não encontrado
Carboidrato disponível,g,"46,4","11,6",BRC0784B,Nome não encontrado
Proteína,g,"8,06","2,02",BRC0784B,Nome não encontrado
Lipídios,g,"24,6","6,14",BRC0784B,Nome não encontrado
Fibra alimentar,g,"4,11","1,03",BRC0784B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0784B,Nome não encontrado
Cinzas,g,"1,31","0,33",BRC0784B,Nome não encontrado
Colesterol,mg,"23,3","5,82",BRC0784B,Nome não encontrado
Ácidos graxos saturados,g,"6,48","1,62",BRC0784B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,03","2,26",BRC0784B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,83","1,96",BRC0784B,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,05",BRC0784B,Nome não encontrado
Cálcio,mg,"51,2","12,8",BRC0784B,Nome não encontrado
Ferro,mg,"1,28","0,32",BRC0784B,Nome não encontrado
Sódio,mg,260,"65,0",BRC0784B,Nome não encontrado
Magnésio,mg,"26,3","6,57",BRC0784B,Nome não encontrado
Fósforo,mg,"52,1","13,0",BRC0784B,Nome não encontrado
Potássio,mg,258,"64,6",BRC0784B,Nome não encontrado
Manganês,mg,"0,24","0,06",BRC0784B,Nome não encontrado
Zinco,mg,"0,48","0,12",BRC0784B,Nome não encontrado
Cobre,mg,"0,07","0,02",BRC0784B,Nome não encontrado
Selênio,mcg,"0,93","0,23",BRC0784B,Nome não encontrado
Vitamina A (RE),mcg,"5,75","1,44",BRC0784B,Nome não encontrado
Vitamina A (RAE),mcg,"2,87","0,72",BRC0784B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0784B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,70","0,17",BRC0784B,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0784B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0784B,Nome não encontrado
Niacina,mg,"1,32","0,33",BRC0784B,Nome não encontrado
Vitamina B6,mg,"0,47","0,12",BRC0784B,Nome não encontrado
Vitamina B12,mcg,"0,45","0,11",BRC0784B,Nome não encontrado
Vitamina C,mg,"0,88","0,22",BRC0784B,Nome não encontrado
Equivalente de folato,mcg,"26,7","6,67",BRC0784B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0784B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0784B,Nome não encontrado
Gordura de adição,g,-,-,BRC0784B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0784B,Nome não encontrado
Proteína animal,g,-,-,BRC0784B,Nome não encontrado
