componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,523,261,BRC0151T,Nome não encontrado
Energia,kcal,124,61,BRC0151T,Nome não encontrado
Umidade,g,"65,2","32,6",BRC0151T,Nome não encontrado
Carboidrato total,g,"18,0","8,99",BRC0151T,Nome não encontrado
Carboidrato disponível,g,"14,0","7,02",BRC0151T,Nome não encontrado
Proteína,g,"13,6","6,81",BRC0151T,Nome não encontrado
Lipídios,g,"0,57","0,29",BRC0151T,Nome não encontrado
Fibra alimentar,g,"3,93","1,97",BRC0151T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0151T,Nome não encontrado
Cinzas,g,"2,60","1,30",BRC0151T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0151T,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,04",BRC0151T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,12","0,06",BRC0151T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,15",BRC0151T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0151T,Nome não encontrado
Cálcio,mg,"39,3","19,6",BRC0151T,Nome não encontrado
Ferro,mg,"2,99","1,50",BRC0151T,Nome não encontrado
Sódio,mg,402,201,BRC0151T,Nome não encontrado
Magnésio,mg,"18,5","9,24",BRC0151T,Nome não encontrado
Fósforo,mg,156,"78,1",BRC0151T,Nome não encontrado
Potássio,mg,"86,0","43,0",BRC0151T,Nome não encontrado
Manganês,mg,"0,05","0,03",BRC0151T,Nome não encontrado
Zinco,mg,"0,91","0,46",BRC0151T,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0151T,Nome não encontrado
Selênio,mcg,"0,07","0,04",BRC0151T,Nome não encontrado
Vitamina A (RE),mcg,"25,8","12,9",BRC0151T,Nome não encontrado
Vitamina A (RAE),mcg,"16,4","8,18",BRC0151T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0151T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,10",BRC0151T,Nome não encontrado
Tiamina,mg,"0,16","0,08",BRC0151T,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0151T,Nome não encontrado
Niacina,mg,"0,61","0,30",BRC0151T,Nome não encontrado
Vitamina B6,mg,"0,07","0,03",BRC0151T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0151T,Nome não encontrado
Vitamina C,mg,"8,67","4,34",BRC0151T,Nome não encontrado
Equivalente de folato,mcg,"39,5","19,8",BRC0151T,Nome não encontrado
Sal de adição,g,"0,50","0,25",BRC0151T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0151T,Nome não encontrado
Gordura de adição,g,-,-,BRC0151T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0151T,Nome não encontrado
Proteína animal,g,-,-,BRC0151T,Nome não encontrado
