componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,764,917,BRC0168F,Nome não encontrado
Energia,kcal,183,219,BRC0168F,Nome não encontrado
Umidade,g,"67,1","80,5",BRC0168F,Nome não encontrado
Carboidrato total,g,"0,67","0,81",BRC0168F,Nome não encontrado
Carboidrato disponível,g,"0,67","0,81",BRC0168F,Nome não encontrado
Proteína,g,"20,1","24,2",BRC0168F,Nome não encontrado
Lipídios,g,"11,1","13,3",BRC0168F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0168F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0168F,Nome não encontrado
Cinzas,g,"1,02","1,23",BRC0168F,Nome não encontrado
Colesterol,mg,"58,7","70,4",BRC0168F,Nome não encontrado
Ácidos graxos saturados,g,"4,20","5,04",BRC0168F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,00","6,00",BRC0168F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,70","2,04",BRC0168F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0168F,Nome não encontrado
Cálcio,mg,"8,22","9,86",BRC0168F,Nome não encontrado
Ferro,mg,"0,89","1,06",BRC0168F,Nome não encontrado
Sódio,mg,101,122,BRC0168F,Nome não encontrado
Magnésio,mg,"24,2","29,1",BRC0168F,Nome não encontrado
Fósforo,mg,192,230,BRC0168F,Nome não encontrado
Potássio,mg,255,306,BRC0168F,Nome não encontrado
Manganês,mg,traços,traços,BRC0168F,Nome não encontrado
Zinco,mg,"2,15","2,57",BRC0168F,Nome não encontrado
Cobre,mg,"0,16","0,20",BRC0168F,Nome não encontrado
Selênio,mcg,"8,00","9,60",BRC0168F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0168F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0168F,Nome não encontrado
Vitamina D,mcg,"0,29","0,35",BRC0168F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0168F,Nome não encontrado
Tiamina,mg,"1,06","1,28",BRC0168F,Nome não encontrado
Riboflavina,mg,"0,06","0,07",BRC0168F,Nome não encontrado
Niacina,mg,"5,67","6,80",BRC0168F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0168F,Nome não encontrado
Vitamina B12,mcg,"0,55","0,66",BRC0168F,Nome não encontrado
Vitamina C,mg,"0,61","0,74",BRC0168F,Nome não encontrado
Equivalente de folato,mcg,"6,14","7,37",BRC0168F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0168F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0168F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0168F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0168F,Nome não encontrado
Proteína animal,g,"20,1","24,2",BRC0168F,Nome não encontrado
