componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,435,435,BRC0642A,Nome não encontrado
Energia,kcal,104,103,BRC0642A,Nome não encontrado
Umidade,g,"72,3","72,3",BRC0642A,Nome não encontrado
Carboidrato total,g,"13,3","13,3",BRC0642A,Nome não encontrado
Carboidrato disponível,g,"12,0","12,0",BRC0642A,Nome não encontrado
Proteína,g,"7,30","7,30",BRC0642A,Nome não encontrado
Lipídios,g,"5,15","5,15",BRC0642A,Nome não encontrado
Fibra alimentar,g,"1,25","1,25",BRC0642A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0642A,Nome não encontrado
Cinzas,g,"2,00","2,00",BRC0642A,Nome não encontrado
Colesterol,mg,"25,1","25,1",BRC0642A,Nome não encontrado
Ácidos graxos saturados,g,"2,22","2,22",BRC0642A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,44","1,44",BRC0642A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,03","1,03",BRC0642A,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,10",BRC0642A,Nome não encontrado
Cálcio,mg,107,107,BRC0642A,Nome não encontrado
Ferro,mg,"0,78","0,78",BRC0642A,Nome não encontrado
Sódio,mg,482,482,BRC0642A,Nome não encontrado
Magnésio,mg,"10,5","10,5",BRC0642A,Nome não encontrado
Fósforo,mg,"88,4","88,4",BRC0642A,Nome não encontrado
Potássio,mg,152,152,BRC0642A,Nome não encontrado
Manganês,mg,"0,09","0,09",BRC0642A,Nome não encontrado
Zinco,mg,"0,38","0,38",BRC0642A,Nome não encontrado
Cobre,mg,"0,06","0,06",BRC0642A,Nome não encontrado
Selênio,mcg,"6,52","6,52",BRC0642A,Nome não encontrado
Vitamina A (RE),mcg,"64,8","64,8",BRC0642A,Nome não encontrado
Vitamina A (RAE),mcg,"43,9","43,9",BRC0642A,Nome não encontrado
Vitamina D,mcg,"0,08","0,08",BRC0642A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,40","0,40",BRC0642A,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0642A,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0642A,Nome não encontrado
Niacina,mg,"1,19","1,19",BRC0642A,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0642A,Nome não encontrado
Vitamina B12,mcg,"0,14","0,14",BRC0642A,Nome não encontrado
Vitamina C,mg,"6,01","6,01",BRC0642A,Nome não encontrado
Equivalente de folato,mcg,"36,0","36,0",BRC0642A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0642A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0642A,Nome não encontrado
Gordura de adição,g,-,-,BRC0642A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0642A,Nome não encontrado
Proteína animal,g,-,-,BRC0642A,Nome não encontrado
