componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (20 g),codigo_alimento,nome_alimento
Energia,kJ,1435,287,BRC0064G,Nome não encontrado
Energia,kcal,346,69,BRC0064G,Nome não encontrado
Umidade,g,"44,3","8,87",BRC0064G,Nome não encontrado
Carboidrato total,g,"0,20","0,04",BRC0064G,Nome não encontrado
Carboidrato disponível,g,"0,20","0,04",BRC0064G,Nome não encontrado
Proteína,g,"24,2","4,83",BRC0064G,Nome não encontrado
Lipídios,g,"27,6","5,52",BRC0064G,Nome não encontrado
Fibra alimentar,g,,,BRC0064G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0064G,Nome não encontrado
Cinzas,g,"3,68","0,74",BRC0064G,Nome não encontrado
Colesterol,mg,"90,9","18,2",BRC0064G,Nome não encontrado
Ácidos graxos saturados,g,"16,3","3,26",BRC0064G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,78","1,36",BRC0064G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,53","0,11",BRC0064G,Nome não encontrado
Ácidos graxos trans,g,"0,87","0,17",BRC0064G,Nome não encontrado
Cálcio,mg,802,160,BRC0064G,Nome não encontrado
Ferro,mg,"0,26","0,05",BRC0064G,Nome não encontrado
Sódio,mg,550,110,BRC0064G,Nome não encontrado
Magnésio,mg,"27,9","5,58",BRC0064G,Nome não encontrado
Fósforo,mg,467,"93,6",BRC0064G,Nome não encontrado
Potássio,mg,"79,7","15,9",BRC0064G,Nome não encontrado
Manganês,mg,"0,03","0,01",BRC0064G,Nome não encontrado
Zinco,mg,"3,37","0,67",BRC0064G,Nome não encontrado
Cobre,mg,"0,07","0,01",BRC0064G,Nome não encontrado
Selênio,mcg,"13,1","2,62",BRC0064G,Nome não encontrado
Vitamina A (RE),mcg,128,"25,6",BRC0064G,Nome não encontrado
Vitamina A (RAE),mcg,122,"24,4",BRC0064G,Nome não encontrado
Vitamina D,mcg,"0,05","0,01",BRC0064G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,05",BRC0064G,Nome não encontrado
Tiamina,mg,traços,traços,BRC0064G,Nome não encontrado
Riboflavina,mg,"0,22","0,04",BRC0064G,Nome não encontrado
Niacina,mg,traços,traços,BRC0064G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0064G,Nome não encontrado
Vitamina B12,mcg,"2,52","0,50",BRC0064G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0064G,Nome não encontrado
Equivalente de folato,mcg,"7,75","1,55",BRC0064G,Nome não encontrado
Sal de adição,g,,,BRC0064G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0064G,Nome não encontrado
Gordura de adição,g,,,BRC0064G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0064G,Nome não encontrado
Proteína animal,g,"24,2","4,83",BRC0064G,Nome não encontrado
