componente,unidade,Valor por 100g,Colher servir cheia (100 g),codigo_alimento,nome_alimento
Energia,kJ,416,416,BRC0076N,Nome não encontrado
Energia,kcal,99,98,BRC0076N,Nome não encontrado
Umidade,g,"76,4","76,4",BRC0076N,Nome não encontrado
Carboidrato total,g,"13,5","13,5",BRC0076N,Nome não encontrado
Carboidrato disponível,g,"12,2","12,2",BRC0076N,Nome não encontrado
Proteína,g,"6,81","6,81",BRC0076N,Nome não encontrado
Lipídios,g,"2,23","2,23",BRC0076N,Nome não encontrado
Fibra alimentar,g,"1,30","1,30",BRC0076N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0076N,Nome não encontrado
Cinzas,g,"1,10","1,10",BRC0076N,Nome não encontrado
Colesterol,mg,"7,00","7,00",BRC0076N,Nome não encontrado
Ácidos graxos saturados,g,"0,97","0,97",BRC0076N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,70","0,70",BRC0076N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,28","0,28",BRC0076N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0076N,Nome não encontrado
Cálcio,mg,108,108,BRC0076N,Nome não encontrado
Ferro,mg,"0,97","0,97",BRC0076N,Nome não encontrado
Sódio,mg,181,181,BRC0076N,Nome não encontrado
Magnésio,mg,"19,0","19,0",BRC0076N,Nome não encontrado
Fósforo,mg,"34,0","34,0",BRC0076N,Nome não encontrado
Potássio,mg,150,150,BRC0076N,Nome não encontrado
Manganês,mg,"0,21","0,21",BRC0076N,Nome não encontrado
Zinco,mg,"0,86","0,86",BRC0076N,Nome não encontrado
Cobre,mg,"0,17","0,17",BRC0076N,Nome não encontrado
Selênio,mcg,"13,0","13,0",BRC0076N,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0076N,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0076N,Nome não encontrado
Vitamina D,mcg,traços,traços,BRC0076N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,traços,traços,BRC0076N,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0076N,Nome não encontrado
Riboflavina,mg,"0,13","0,13",BRC0076N,Nome não encontrado
Niacina,mg,"1,22","1,22",BRC0076N,Nome não encontrado
Vitamina B6,mg,"0,12","0,12",BRC0076N,Nome não encontrado
Vitamina B12,mcg,"0,45","0,45",BRC0076N,Nome não encontrado
Vitamina C,mg,"17,9","17,9",BRC0076N,Nome não encontrado
Equivalente de folato,mcg,"38,0","38,0",BRC0076N,Nome não encontrado
Sal de adição,g,,,BRC0076N,Nome não encontrado
Açúcar de adição,g,,,BRC0076N,Nome não encontrado
Gordura de adição,g,,,BRC0076N,Nome não encontrado
Proteína vegetal,g,,,BRC0076N,Nome não encontrado
Proteína animal,g,,,BRC0076N,Nome não encontrado
