componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1561,780,BRC0066A,Nome não encontrado
Energia,kcal,371,185,BRC0066A,Nome não encontrado
Umidade,g,"22,9","11,5",BRC0066A,Nome não encontrado
Carboidrato total,g,"54,3","27,2",BRC0066A,Nome não encontrado
Carboidrato disponível,g,"54,3","27,1",BRC0066A,Nome não encontrado
Proteína,g,"7,50","3,75",BRC0066A,Nome não encontrado
Lipídios,g,"13,8","6,90",BRC0066A,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0066A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0066A,Nome não encontrado
Cinzas,g,"1,50","0,75",BRC0066A,Nome não encontrado
Colesterol,mg,"77,2","38,6",BRC0066A,Nome não encontrado
Ácidos graxos saturados,g,"5,99","3,00",BRC0066A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,66","1,83",BRC0066A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,20","1,10",BRC0066A,Nome não encontrado
Ácidos graxos trans,g,"1,32","0,66",BRC0066A,Nome não encontrado
Cálcio,mg,"62,3","31,1",BRC0066A,Nome não encontrado
Ferro,mg,"2,30","1,15",BRC0066A,Nome não encontrado
Sódio,mg,207,103,BRC0066A,Nome não encontrado
Magnésio,mg,"17,7","8,86",BRC0066A,Nome não encontrado
Fósforo,mg,330,165,BRC0066A,Nome não encontrado
Potássio,mg,156,"78,2",BRC0066A,Nome não encontrado
Manganês,mg,"0,44","0,22",BRC0066A,Nome não encontrado
Zinco,mg,"0,74","0,37",BRC0066A,Nome não encontrado
Cobre,mg,"0,10","0,05",BRC0066A,Nome não encontrado
Selênio,mcg,,traços,BRC0066A,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0066A,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0066A,Nome não encontrado
Vitamina D,mcg,"0,79","0,40",BRC0066A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,64","0,32",BRC0066A,Nome não encontrado
Tiamina,mg,"0,17","0,08",BRC0066A,Nome não encontrado
Riboflavina,mg,"0,06","0,03",BRC0066A,Nome não encontrado
Niacina,mg,traços,traços,BRC0066A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0066A,Nome não encontrado
Vitamina B12,mcg,"0,37","0,19",BRC0066A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0066A,Nome não encontrado
Equivalente de folato,mcg,"74,0","37,0",BRC0066A,Nome não encontrado
Sal de adição,g,,traços,BRC0066A,Nome não encontrado
Açúcar de adição,g,,traços,BRC0066A,Nome não encontrado
Gordura de adição,g,,traços,BRC0066A,Nome não encontrado
Proteína vegetal,g,,traços,BRC0066A,Nome não encontrado
Proteína animal,g,,traços,BRC0066A,Nome não encontrado
