componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,609,609,BRC0012F,Nome não encontrado
Energia,kcal,144,143,BRC0012F,Nome não encontrado
Umidade,g,"64,8","64,8",BRC0012F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0012F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0012F,Nome não encontrado
Proteína,g,"31,9","31,9",BRC0012F,Nome não encontrado
Lipídios,g,"1,82","1,82",BRC0012F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0012F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0012F,Nome não encontrado
Cinzas,g,"1,50","1,50",BRC0012F,Nome não encontrado
Colesterol,mg,"57,0","57,0",BRC0012F,Nome não encontrado
Ácidos graxos saturados,g,"0,68","0,68",BRC0012F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,63","0,63",BRC0012F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,36",BRC0012F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0012F,Nome não encontrado
Cálcio,mg,"5,20","5,20",BRC0012F,Nome não encontrado
Ferro,mg,"10,7","10,7",BRC0012F,Nome não encontrado
Sódio,mg,100,100,BRC0012F,Nome não encontrado
Magnésio,mg,"9,80","9,80",BRC0012F,Nome não encontrado
Fósforo,mg,"92,2","92,2",BRC0012F,Nome não encontrado
Potássio,mg,126,126,BRC0012F,Nome não encontrado
Manganês,mg,"0,10","0,10",BRC0012F,Nome não encontrado
Zinco,mg,"17,8","17,8",BRC0012F,Nome não encontrado
Cobre,mg,"0,46","0,46",BRC0012F,Nome não encontrado
Selênio,mcg,,,BRC0012F,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0012F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0012F,Nome não encontrado
Vitamina D,mcg,,,BRC0012F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,16",BRC0012F,Nome não encontrado
Tiamina,mg,"0,29","0,29",BRC0012F,Nome não encontrado
Riboflavina,mg,"0,43","0,43",BRC0012F,Nome não encontrado
Niacina,mg,"7,07","7,07",BRC0012F,Nome não encontrado
Vitamina B6,mg,"0,77","0,77",BRC0012F,Nome não encontrado
Vitamina B12,mcg,"7,44","7,44",BRC0012F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0012F,Nome não encontrado
Equivalente de folato,mcg,"12,0","12,0",BRC0012F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0012F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0012F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0012F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0012F,Nome não encontrado
Proteína animal,g,"30,9","30,9",BRC0012F,Nome não encontrado
